項次,業者名稱(市招),縣市,行政區,業者地址,產品名稱,稽查日期,稽查/檢驗項目,稽查/檢驗結果,違反之食安法條及相關法,裁罰金額,備註
33,阿媽蜜餞休閒食品店,臺北市,士林區,臺北市士林區士東路13之9號1樓,草莓凍全素,115/1/21,標示,合格,,,
34,阿媽蜜餞休閒食品店,臺北市,士林區,臺北市士林區士東路13之9號1樓,草莓凍全素,115/1/21,防腐劑、著色劑、甜味劑,合格,,,
35,無市招雜貨店,臺北市,大安區,臺北市大安區臨江街35號,77哈哈球,115/1/21,標示,合格,,,
36,無市招雜貨店,臺北市,大安區,臺北市大安區臨江街35號,77哈哈球,115/1/21,防腐劑、著色劑、甜味劑,合格,,,
37,無市招雜貨店,臺北市,大安區,臺北市大安區臨江街35號,巧益-宜蘭三星蔥夾心蘇打餅,115/1/21,標示,合格,,,
38,無市招雜貨店,臺北市,大安區,臺北市大安區臨江街35號,巧益-宜蘭三星蔥夾心蘇打餅,115/1/21,防腐劑、著色劑、甜味劑,合格,,,
40,無市招攤商,臺北市,中山區,臺北市中山區民族東路410巷43號前,黃金桔,115/1/21,防腐劑、著色劑、甜味劑,合格,,,
41,祥豐餅舖行(新瑞麥鳳梨酥),臺北市,大同區,臺北市大同區寧夏路34之5號,原味鳳梨酥(奶蛋),115/1/21,標示,合格,,,
42,祥豐餅舖行(新瑞麥鳳梨酥),臺北市,大同區,臺北市大同區寧夏路34之5號,原味鳳梨酥(奶蛋),115/1/21,防腐劑、著色劑、甜味劑,合格,,,
43,33番日本糖果餅乾專賣店,臺北市,士林區,臺北市士林區士東路100號(士東市場33號攤),春日井軟糖-白葡萄,115/1/22,標示,合格,,,
44,33番日本糖果餅乾專賣店,臺北市,士林區,臺北市士林區士東路100號(士東市場33號攤),春日井軟糖-白葡萄,115/1/22,著色劑,合格,,,
45,順泰玩具食品行(阿興伯柑仔店),臺北市,文山區,臺北市文山區羅斯福路六段58號1樓,龐克樂跳腳棒糖(葡萄口味),115/1/22,標示,合格,,,
46,順泰玩具食品行(阿興伯柑仔店),臺北市,文山區,臺北市文山區羅斯福路六段58號1樓,龐克樂跳腳棒糖(葡萄口味),115/1/22,著色劑,合格,,,
47,臧軒以即圓滿手信坊(三味有禮),臺北市,萬華區,臺北市萬華區貴陽街2段118號,芒果凍,115/1/22,標示,合格,,,
48,臧軒以即圓滿手信坊(三味有禮),臺北市,萬華區,臺北市萬華區貴陽街2段118號,芒果凍,115/1/22,防腐劑、著色劑、甜味劑,合格,,,
49,萬利食品店(新萬利號),臺北市,內湖區,臺北市內湖區內湖路1段737巷34號,三色軟糖,115/1/22,標示,合格,,,
50,萬利食品店(新萬利號),臺北市,內湖區,臺北市內湖區內湖路1段737巷34號,三色軟糖,115/1/22,著色劑,合格,,,
451,家禽肉攤,臺北市,內湖區,臺北市內湖區五分街18號,雞胸肉,115/2/3,動物用藥殘留,合格,,,
452,家禽肉攤,臺北市,內湖區,臺北市內湖區五分街18號,雞胗,115/2/3,動物用藥殘留,合格,,,
453,放山雞.土雞(東部山),臺北市,內湖區,臺北市內湖區五分街18號,烏骨雞,115/2/3,動物用藥殘留,合格,,,
454,順興雞鴨行,臺北市,北投區,臺北市北投區磺港路33號,雞胸肉,115/2/3,動物用藥殘留,合格,,,
455,順興雞鴨行,臺北市,北投區,臺北市北投區磺港路33號,烏骨雞,115/2/3,動物用藥殘留,合格,,,
456,阿芬放山雞,臺北市,內湖區,臺北市內湖區五分街83號,烏骨雞,115/2/3,動物用藥殘留,合格,,,
457,雞肉攤,臺北市,信義區,臺北市信義區福德街232巷11號,烏骨雞,115/2/3,動物用藥殘留,合格,,,
458,雞肉攤,臺北市,信義區,臺北市信義區福德街232巷11號,雞,115/2/3,動物用藥殘留,合格,,,
459,阿文土雞,臺北市,北投區,臺北市北投區磺港路33號,烏骨雞,115/2/3,動物用藥殘留,合格,,,
460,阿文土雞,臺北市,北投區,臺北市北投區磺港路33號,雞肝,115/2/3,動物用藥殘留,合格,,,
461,德發雞行,臺北市,文山區,臺北市文山區木新路3段310巷4號,烏骨雞,115/2/3,動物用藥殘留,合格,,,
462,德發雞行,臺北市,文山區,臺北市文山區木新路3段310巷4號,雞肝,115/2/3,動物用藥殘留,合格,,,
463,梁O軒,臺北市,文山區,臺北市文山區,烏骨雞,115/2/3,動物用藥殘留,合格,,,
464,南平鵝肉延吉小吃店,臺北市,大安區,臺北市大安區延吉街157號,鵝肉,115/2/3,動物用藥殘留,合格,,,
465,梁O軒,臺北市,文山區,臺北市文山區,文昌雞,115/2/3,動物用藥殘留,合格,,,
466,高O華,臺北市,大安區,臺北市大安區,雞肝,115/2/3,動物用藥殘留,合格,,,
467,高O華,臺北市,大安區,臺北市大安區,烏骨雞,115/2/3,動物用藥殘留,合格,,,
468,明味鵝肉,臺北市,北投區,臺北市北投區榮華三路43號,鵝肉,115/2/3,動物用藥殘留,合格,,,
469,阿文鵝肉店,臺北市,內湖區,臺北市內湖區康樂街50號,鵝肉,115/2/3,動物用藥殘留,合格,,,
470,蔡O春,臺北市,文山區,臺北市文山區,鵝,115/2/4,動物用藥殘留,合格,,,
471,花東土雞,臺北市,中山區,臺北市中山區龍江路370巷48之1號,半土雞,115/2/5,動物用藥殘留,合格,,,
472,阿和雞肉商行,臺北市,中山區,臺北市中山區民族東路410巷16號,烏骨雞,115/2/5,動物用藥殘留,合格,,,
473,阿和雞肉商行,臺北市,中山區,臺北市中山區民族東路410巷16號,雞胗,115/2/5,動物用藥殘留,合格,,,
474,義發家禽號,臺北市,中山區,臺北市中山區民族東路410巷16號,烏骨雞,115/2/5,動物用藥殘留,合格,,,
475,阿城鵝肉,臺北市,中山區,臺北市中山區吉林路105號,鵝,115/2/5,動物用藥殘留,合格,,,
566,韓食客韓式料理,臺北市,內湖區,臺北市內湖區舊宗路1段188號1樓,牛培根0.25,115/1/6,動物用藥殘留,合格,,,
567,12MINI快煮鍋內湖大潤發店,臺北市,內湖區,臺北市內湖區舊宗路1段188號1樓,牛/胸腹肉/美國/NR/CLEARRIVER/過刀切捲0.1cm/3KG/包(*2包/箱),115/1/6,動物用藥殘留,合格,,,
568,12MINI快煮鍋內湖大潤發店,臺北市,內湖區,臺北市內湖區舊宗路1段188號1樓,豬/梅花肉捲/0.15cm/加拿大/KG,115/1/6,動物用藥殘留,合格,,,
569,大全聯中崙店,臺北市,中山區,臺北市中山區八德路2段306號地下3樓,紐西蘭小羔羊梅花肉片,115/1/6,動物用藥殘留,合格,,,
570,大全聯中崙店,臺北市,中山區,臺北市中山區八德路2段306號地下3樓,美國牛梅花火鍋片,115/1/6,動物用藥殘留,合格,,,
571,MiaC'bon台北林森店,臺北市,中山區,臺北市中山區林森北路247號,美國CR安格斯牛五花火鍋片,115/1/6,動物用藥殘留,合格,,,
572,MiaC'bon台北林森店,臺北市,中山區,臺北市中山區林森北路247號,冷凍豬梅花火鍋片500g/包,115/1/6,動物用藥殘留,合格,,,
573,豪饌頂級麻辣火鍋吃到飽,臺北市,中山區,臺北市中山區錦州街32號2樓,方型松阪豬,115/1/6,動物用藥殘留,合格,,,
574,阿紅的涮涮鍋,臺北市,中山區,臺北市中山區吉林路249號,松坂豬,115/1/6,動物用藥殘留,合格,,,
575,招財蔬菜羊肉火鍋店,臺北市,中山區,臺北市中山區錦州街157巷3號1樓,羊肉,115/1/6,動物用藥殘留,合格,,,
576,牛富溫體涮牛肉,臺北市,中山區,臺北市中山區林森北路438號2樓,牛肉,115/1/6,動物用藥殘留,合格,,,
577,淑卿肉舖,臺北市,南港區,臺北市南港區同德路100號,豬胛心肉,115/1/7,動物用藥殘留,合格,,,
578,金O發牛肉店,臺北市,南港區,臺北市南港區,台灣牛臀心(頭刀),115/1/7,動物用藥殘留,合格,,,
579,佳珍獸肉號,臺北市,北投區,臺北市北投區磺港路33號,紐西蘭羊肉片,115/1/7,動物用藥殘留,合格,,,
580,佳珍獸肉號,臺北市,北投區,臺北市北投區磺港路33號,梅花肉,115/1/7,動物用藥殘留,合格,,,
581,順裕牛羊專賣店,臺北市,北投區,臺北市北投區磺港路33號,外里肌,115/1/7,動物用藥殘留,合格,,,
582,美特多股份有限公司,臺北市,內湖區,臺北市內湖區南京東路6段266號,梅花豬,115/1/7,動物用藥殘留,合格,,,
583,美特多股份有限公司,臺北市,內湖區,臺北市內湖區南京東路6段266號,帶骨羊腩,115/1/7,動物用藥殘留,合格,,,
584,順裕牛羊專賣店,臺北市,北投區,臺北市北投區磺港路33號,黃瓜條,115/1/7,動物用藥殘留,合格,,,
585,清真國際牛肉店,臺北市,大安區,臺北市大安區和平東路1段14號,羊肉絲,115/1/7,動物用藥殘留,合格,,,
586,清真國際牛肉店,臺北市,大安區,臺北市大安區和平東路1段14號,牛肉片,115/1/7,動物用藥殘留,合格,,,
587,莫宰羊大安台大店,臺北市,大安區,臺北市大安區新生南路3段28號,綿羊排(切塊),115/1/7,動物用藥殘留,合格,,,
588,蘭蘭小吃店,臺北市,北投區,臺北市北投區永興路1段54號1樓,伊比利豬肉,115/1/7,動物用藥殘留,合格,,,
589,蘭蘭小吃店,臺北市,北投區,臺北市北投區永興路1段54號1樓,沙朗牛肉,115/1/7,動物用藥殘留,合格,,,
590,石二鍋捷運新北投店,臺北市,北投區,臺北市北投區泉源路12號2樓,上選豬肉,115/1/7,動物用藥殘留,合格,,,
591,黑毛屋信義ATT店,臺北市,信義區,臺北市信義區松壽路12號4樓,芬蘭豬去皮豬五花-ATRIA,115/1/7,動物用藥殘留,合格,,,
592,黑毛屋信義ATT店,臺北市,信義區,臺北市信義區松壽路12號4樓,全農冷凍前胸組合(四分割)A4+前胸-脖,115/1/7,動物用藥殘留,合格,,,
593,瀧厚炙燒熟成牛排,臺北市,信義區,臺北市信義區松壽路12號,CAB板腱,115/1/7,動物用藥殘留,合格,,,
594,瀧厚炙燒熟成牛排,臺北市,信義區,臺北市信義區松壽路12號,丹梅花肉,115/1/7,動物用藥殘留,合格,,,
595,鼎楓寶島火鍋,臺北市,信義區,臺北市信義區松壽路12號5樓,梅肉(CAS)-國產,115/1/7,動物用藥殘留,合格,,,
596,呂O郎清燉羊肉爐,臺北市,內湖區,臺北市內湖區,羊肉,115/1/7,動物用藥殘留,合格,,,
597,樂釜極上鍋物,臺北市,士林區,臺北市士林區福國路42號1樓,澳洲嫩肩羊,115/1/7,動物用藥殘留,合格,,,
598,八海食潮當代鍋物台北站前店,臺北市,中正區,臺北市中正區北平西路3號2樓,頂級小羔羊,115/1/8,動物用藥殘留,合格,,,
599,八海食潮當代鍋物台北站前店,臺北市,中正區,臺北市中正區北平西路3號2樓,上等梅花豬,115/1/8,動物用藥殘留,合格,,,
600,大心新泰式麵食台北微風北車店,臺北市,中正區,臺北市中正區北平西路3號2樓,梅花肉片,115/1/8,動物用藥殘留,合格,,,
601,新高軒北車店,臺北市,中正區,臺北市中正區北平西路3號號2樓,條肉,115/1/8,動物用藥殘留,合格,,,
602,貴全牛肉店,臺北市,萬華區,臺北市萬華區富民路77號,牛肋條,115/1/8,動物用藥殘留,合格,,,
603,貴全牛肉店,臺北市,萬華區,臺北市萬華區富民路77號,羊肉塊,115/1/8,動物用藥殘留,合格,,,
604,阿豬媽韓式烤肉吃到飽北車店,臺北市,中正區,臺北市中正區北平西路3號2樓,厚切豬五花,115/1/8,動物用藥殘留,合格,,,
605,阿豬媽韓式烤肉吃到飽北車店,臺北市,中正區,臺北市中正區北平西路3號2樓,牛板腱,115/1/8,動物用藥殘留,合格,,,
606,德良豬肉,臺北市,大安區,臺北市大安區敦化南路2段120號,豬大腸,115/1/2,動物用藥殘留,合格,,,
607,全聯實業股份有限公司大同圓環分公司,臺北市,大同區,臺北市大同區南京西路165號1樓,紐西蘭小羔羊排,115/1/30,動物用藥殘留,合格,,,
787,淡水活海鮮,臺北市,北投區,臺北市北投區知行路360號,甲魚,115/1/2,動物用藥殘留,合格,,,
788,江醫師魚舖子台北安和店,臺北市,大安區,臺北市大安區安和路1段40號,頂級蝦仁(中),115/1/2,動物用藥殘留,合格,,,
789,江醫師魚舖子台北安和店,臺北市,大安區,臺北市大安區安和路1段40號,頂級白蝦(中),115/1/2,動物用藥殘留,合格,,,
790,全聯實業股份有限公司大同圓環分公司,臺北市,大同區,臺北市大同區南京西路165號1樓,國宴火鍋魚片(無刺),115/1/30,動物用藥殘留,合格,,,
857,臺北市第二果菜批發市場(承銷號:2037),臺北市,中山區,臺北市中山區民族東路336號,白蘿蔔,114/11/4,農藥殘留,合格,,,
859,蔬菜攤(程○明),臺北市,中山區,臺北市中山區,白蘿蔔,114/11/4,農藥殘留,合格,,,
861,自強市場攤商-無市招蔬菜攤,臺北市,北投區,臺北市北投區西安街一段281巷2號前右攤,白蘿蔔,114/11/4,農藥殘留,合格,,,
863,人杰老四川餐飲管理顧問股份有限公司臺北南京東分公司(市招:老四川巴蜀麻辣燙),臺北市,中山區,臺北市中山區南京東路二段45號1-2樓、47號1-3樓,白蘿蔔,114/11/4,農藥殘留,合格,,,
865,統康生活事業股份有限公司天母分公司(市招:MiaC'bon_臺北天母店),臺北市,士林區,臺北市士林區天母西路3號2樓,精選白蘿蔔,114/11/4,農藥殘留,合格,,,
867,環南市場蔬菜區-李○蓮,臺北市,萬華區,臺北市萬華區,白蘿蔔,114/11/6,農藥殘留,合格,,,
869,環南市場蔬菜區-景○文,臺北市,萬華區,臺北市萬華區,白蘿蔔,114/11/6,農藥殘留,合格,,,
896,富邦媒體科技股份有限公司(網購平台),臺北市,內湖區,臺北市內湖區洲子街96號4樓,水果玉米,114/11/28,農藥殘留,合格,,,
898,新視紀媒體科技股份有限公司(網購平台),臺北市,大安區,臺北市大安區敦化南路二段46號4樓之1,玉米筍,114/11/17,農藥殘留,合格,,,
916,三商家購股份有限公司信義吳興二分公司(美廉社),臺北市,信義區,臺北市信義區吳興街345巷1號,紅豆,114/11/4,農藥殘留,合格,,,
918,三商家購股份有限公司信義吳興二分公司(美廉社),臺北市,信義區,臺北市信義區吳興街345巷1號,綠豆,114/11/4,農藥殘留,合格,,,
920,三商家購股份有限公司信義吳興二分公司(美廉社),臺北市,信義區,臺北市信義區吳興街345巷1號,紅豆,114/11/4,農藥殘留,合格,,,
922,家福股份有限公司大安臨江分公司,臺北市,大安區,臺北市大安區臨江街87號地下1樓,綠豆,114/11/4,農藥殘留,合格,,,
923,台朔環保科技股份有限公司(網購平台),臺北市,內湖區,臺北市內湖區石潭里南京東路六段390號5樓,有機胡蘿蔔,114/11/3,農藥殘留,合格,,,
925,台朔環保科技股份有限公司(網購平台),臺北市,內湖區,臺北市內湖區石潭里南京東路六段390號5樓,有機馬鈴薯,114/11/3,農藥殘留,合格,,,
956,新加坡商蝦皮娛樂電商有限公司(網購平台),臺北市,信義區,臺北市信義區忠孝東路四段555號17樓,青花椰菜,114/11/3,農藥殘留,合格,,,
958,臺北市第二果菜批發市場(承銷號:2057),臺北市,中山區,臺北市中山區民族東路336號,花椰菜,114/11/4,農藥殘留,合格,,,
959,新加坡商蝦皮娛樂電商有限公司(網購平台),臺北市,信義區,臺北市信義區忠孝東路四段555號17樓,洋菇,114/11/3,農藥殘留,合格,,,
960,人杰老四川餐飲管理顧問股份有限公司臺北南京東分公司(市招:老四川巴蜀麻辣燙),臺北市,中山區,臺北市中山區南京東路二段45號1-2樓、47號1-3樓,娃娃菜,114/11/4,農藥殘留,合格,,,
961,棉花田生機園地股份有限公司莊敬門市,臺北市,信義區,臺北市信義區莊敬路376號,有機銀耳,114/11/4,農藥殘留,合格,,,
962,統康生活事業股份有限公司天母分公司(市招:MiaC'bon_臺北天母店),臺北市,士林區,臺北市士林區天母西路3號2樓,青花菜,114/11/4,農藥殘留,合格,,,
964,環南市場蔬菜區-晨曦商行,臺北市,萬華區,臺北市萬華區環河南路二段245號,花椰菜,114/11/6,農藥殘留,合格,,,
966,環南市場蔬菜區-李○蓮,臺北市,萬華區,臺北市萬華區,花椰菜,114/11/6,農藥殘留,合格,,,
978,富邦媒體科技股份有限公司(網購平台),臺北市,內湖區,臺北市內湖區洲子街96號4樓,芥菜仁,114/11/28,農藥殘留,合格,,,
1041,無市招蔬菜攤,臺北市,士林區,臺北市士林區大東路15之27號對面攤位,絲瓜,114/11/4,農藥殘留,合格,,,
1043,蔬菜攤(程○明),臺北市,中山區,臺北市中山區,絲瓜,114/11/4,農藥殘留,合格,,,
1045,南京公寓市場-無市招攤販,臺北市,松山區,臺北市松山區南京東路五段291巷口,絲瓜,114/11/5,農藥殘留,合格,,,
1047,環南市場蔬菜區-景○文,臺北市,萬華區,臺北市萬華區,絲瓜,114/11/6,農藥殘留,合格,,,
1062,新加坡商蝦皮娛樂電商有限公司(網購平台),臺北市,信義區,臺北市信義區忠孝東路四段555號17樓,青花菜,114/11/4,農藥殘留,合格,,,
1112,無市招蔬果攤,臺北市,北投區,臺北市北投區自強街139號斜前方攤,菠菜,114/11/4,農藥殘留,合格,,,
1114,臺北市第二果菜批發市場(承銷號:2030),臺北市,中山區,臺北市中山區民族東路336號,芥藍芽,114/11/4,農藥殘留,合格,,,
1116,同學の店,臺北市,信義區,臺北市信義區仁愛路四段496巷19號,菠菜,114/11/4,農藥殘留,合格,,,
1118,自強市場攤商-無市招蔬菜攤,臺北市,北投區,臺北市北投區西安街一段281巷2號前右攤,油菜,114/11/4,農藥殘留,合格,,,
1120,家福股份有限公司大安臨江分公司,臺北市,大安區,臺北市大安區臨江街87號地下1樓,青江菜,114/11/4,農藥殘留,合格,,,
1122,家福股份有限公司大安臨江分公司,臺北市,大安區,臺北市大安區臨江街87號地下1樓,油菜,114/11/4,農藥殘留,合格,,,
1124,南京公寓市場-無市招攤販,臺北市,松山區,臺北市松山區南京東路五段291巷3之2號,青江菜,114/11/5,農藥殘留,合格,,,
1126,南京公寓市場-無市招攤販,臺北市,松山區,臺北市松山區南京東路五段291巷3之2號,芥藍芽,114/11/5,農藥殘留,合格,,,
1127,南京公寓市場-無市招攤販,臺北市,松山區,臺北市松山區南京東路五段291巷口,四季豆(菜豆),114/11/5,農藥殘留,合格,,,
1128,三軍總醫院營養部,臺北市,內湖區,臺北市內湖區成功路二段325號B1,小白菜,114/11/5,農藥殘留,合格,,,
1129,環南市場蔬菜區-晨曦商行,臺北市,萬華區,臺北市萬華區環河南路二段245號,敏豆(四季豆),114/11/6,農藥殘留,合格,,,
1130,三軍總醫院營養部,臺北市,內湖區,臺北市內湖區成功路二段325號B1,青江菜,114/11/5,農藥殘留,合格,,,
1132,三商家購股份有限公司中正汀州分公司(美廉社),臺北市,中正區,臺北市中正區汀州路一段220號1樓,青蔥,114/11/6,農藥殘留,合格,,,
1134,三商家購股份有限公司中正汀州分公司(美廉社),臺北市,中正區,臺北市中正區汀州路一段220號1樓,小白菜,114/11/6,農藥殘留,合格,,,
1136,三商家購股份有限公司中正汀州分公司(美廉社),臺北市,中正區,臺北市中正區汀州路一段220號1樓,青江菜,114/11/6,農藥殘留,合格,,,
1147,新加坡商蝦皮娛樂電商有限公司(網購平台),臺北市,信義區,臺北市信義區忠孝東路四段555號17樓,甜豆,114/11/4,農藥殘留,合格,,,
1149,新加坡商蝦皮娛樂電商有限公司(網購平台),臺北市,信義區,臺北市信義區忠孝東路四段555號17樓,四季豆,114/11/4,農藥殘留,合格,,,
1155,新視紀媒體科技股份有限公司(網購平台),臺北市,大安區,臺北市大安區敦化南路二段46號4樓之1,有機綠豆芽,114/11/17,農藥殘留,合格,,,
1157,蜜世界鮮果專賣店(蜜世界鮮果專賣廣場),臺北市,中山區,臺北市中山區龍江路356巷67號1樓,美濃香瓜,114/10/30,農藥殘留,合格,,,
1177,蜜世界鮮果專賣店(蜜世界鮮果專賣廣場),臺北市,中山區,臺北市中山區龍江路356巷67號1樓,木瓜,114/10/30,農藥殘留,合格,,,
1179,無市招水果攤,臺北市,士林區,臺北市士林區大東路15之13號前,紅龍果,114/11/4,農藥殘留,合格,,,
1181,正李記,臺北市,大同區,臺北市大同區長安西路220巷20號,紅龍果,114/11/4,農藥殘留,合格,,,
1183,統康生活事業股份有限公司天母分公司(市招:MiaC'bon_臺北天母店),臺北市,士林區,臺北市士林區天母西路3號2樓,綠奇異果,114/11/4,農藥殘留,合格,,,
1216,新加坡商蝦皮娛樂電商有限公司(網購平台),臺北市,信義區,臺北市信義區忠孝東路四段555號17樓,菠菜,114/11/3,農藥殘留,合格,,,
1218,新加坡商蝦皮娛樂電商有限公司(網購平台),臺北市,信義區,臺北市信義區忠孝東路四段555號17樓,菠菜,114/11/3,農藥殘留,合格,,,
1243,富邦媒體科技股份有限公司(網購平台),臺北市,內湖區,臺北市內湖區洲子街96號4樓,綠地球葡萄,114/10/27,農藥殘留,合格,,,
1259,新視紀媒體科技股份有限公司(網購平台),臺北市,大安區,臺北市大安區敦化南路二段46號4樓之1,芭樂,114/11/17,農藥殘留,合格,,,
1262,新加坡商蝦皮娛樂電商有限公司(網購平台),臺北市,信義區,臺北市信義區忠孝東路四段555號17樓,蔥花,114/11/4,農藥殘留,合格,,,
1264,新加坡商蝦皮娛樂電商有限公司(網購平台),臺北市,信義區,臺北市信義區忠孝東路四段555號17樓,芥藍菜,114/11/4,農藥殘留,合格,,,
1301,新加坡商蝦皮娛樂電商有限公司(網購平台),臺北市,信義區,臺北市信義區忠孝東路四段555號17樓,興新梨,114/11/3,農藥殘留,合格,,,
1303,南京公寓市場-無市招水果攤,臺北市,松山區,臺北市松山區南京東路五段291巷3-4號,蘋果,114/11/5,農藥殘留,合格,,,
1308,富邦媒體科技股份有限公司(網購平台),臺北市,內湖區,臺北市內湖區洲子街96號4樓,甜柿,114/10/27,農藥殘留,合格,,,
1309,富邦媒體科技股份有限公司(網購平台),臺北市,內湖區,臺北市內湖區洲子街96號4樓,水梨,114/10/27,農藥殘留,合格,,,
1322,新視紀媒體科技股份有限公司(網購平台),臺北市,大安區,臺北市大安區敦化南路二段46號4樓之1,蜜脆蘋果,114/11/17,農藥殘留,合格,,,
1337,裕民夜市商圈-葉綠素飲料店(50嵐石牌店),臺北市,北投區,臺北市北投區裕民一路23號1樓,金桔,114/11/4,農藥殘留,合格,,,
1338,裕民夜市商圈-CoCo都可(石牌茶館),臺北市,北投區,臺北市北投區石牌路二段62號1樓,金桔,114/11/4,農藥殘留,合格,,,
1339,水果大亨股份有限公司(水果大亨),臺北市,松山區,臺北市松山區民生東路四段112巷1弄15號1樓,橘子,114/11/5,農藥殘留,合格,,,
1343,富邦媒體科技股份有限公司(網購平台),臺北市,內湖區,臺北市內湖區洲子街96號4樓,金桔,114/10/27,農藥殘留,合格,,,
1357,新視紀媒體科技股份有限公司(網購平台),臺北市,大安區,臺北市大安區敦化南路二段46號4樓之1,金桔,114/11/3,農藥殘留,合格,,,
1372,蔬菜攤(程○明),臺北市,中山區,臺北市中山區,香菜(芫荽),114/11/4,農藥殘留,合格,,,
1373,阿萬青菜號,臺北市,中正區,臺北市中正區羅斯福路1路8號,香菜(芫荽),114/11/6,農藥殘留,合格,,,
1383,忠順商行,臺北市,文山區,臺北市文山區忠順街1段135號,白蛋,114/11/21,農藥殘留,合格,,,
1886,鑫佳興股份有限公司,臺北市,士林區,臺北市士林區貴富街2號,活紅蟳,114/11/4,動物用藥殘留,合格,,,
1887,士東海鮮,臺北市,士林區,臺北市士林區士東路100號,活花蟹,114/11/4,動物用藥殘留,合格,,,
1888,徐活魚海鮮,臺北市,南港區,臺北市南港區同德路100號,黃魚,114/11/4,動物用藥殘留(結晶紫及其代謝物),不合格,違反食品安全衛生管理法第47條,30000,
1889,俊生鮮海鮮,臺北市,南港區,臺北市南港區同德路100號,蝦仁,114/11/4,動物用藥殘留,合格,,,
1890,洪基隆現撈魚攤,臺北市,南港區,臺北市南港區同德路100號,蛤蠣,114/11/4,動物用藥殘留,合格,,,
1891,東石海產號,臺北市,萬華區,臺北市萬華區萬大路493巷12弄27號,蝦仁,114/11/4,動物用藥殘留,合格,,,
1892,東石海產號,臺北市,萬華區,臺北市萬華區萬大路493巷12弄27號,冷凍半殼夏夷貝,114/11/4,動物用藥殘留,合格,,,
1893,順發海產行,臺北市,萬華區,臺北市萬華區富民路21號對面,沙公,114/11/4,動物用藥殘留,合格,,,
1894,邱O婷,臺北市,萬華區,臺北市萬華區萬大路531號,黃魚,114/11/4,動物用藥殘留,合格,,,
1895,吳O宏,臺北市,萬華區,臺北市萬華區萬大路531號,沙母,114/11/4,動物用藥殘留,合格,,,
1896,七海餐飲事業股份有限公司,臺北市,內湖區,臺北市內湖區成功路4段166號2樓,旭蟹,114/11/4,動物用藥殘留,合格,,,
1897,OH蟹生鮮廚房,臺北市,內湖區,臺北市內湖區民權東路6段443號,麵包蟹,114/11/4,動物用藥殘留,合格,,,
1898,小林魚舖,臺北市,北投區,臺北市北投區磺港路33號,蚵仔,114/11/5,動物用藥殘留,合格,,,
1899,北投市場573號攤,臺北市,北投區,臺北市北投區新市街30號,蝦仁,114/11/5,動物用藥殘留,合格,,,
1900,順蝦兵蟹將,臺北市,北投區,臺北市北投區磺港路33號,活三點蟹,114/11/5,動物用藥殘留,合格,,,
1901,樹樹海產,臺北市,中山區,臺北市中山區民族東路410巷8號,午仔魚,114/11/5,動物用藥殘留,合格,,,
1902,臺北漁產運銷股份有限公司民族營業處,臺北市,中山區,臺北市中山區民族東路410巷2弄20號,澎湖原汁牡蠣肉,114/11/5,動物用藥殘留,合格,,,
1903,臺北漁產運銷股份有限公司民族營業處（臺北魚市),臺北市,中山區,臺北市中山區民族東路410巷2弄20號,藍鑽蝦仁,114/11/5,動物用藥殘留,合格,,,
1904,東水產,臺北市,中山區,臺北市中山區民族東路410巷5號,黃油蟹,114/11/5,動物用藥殘留,合格,,,
1905,川郎活蟹海鮮料理,臺北市,中山區,臺北市中山區吉林路142號,黃金蟹,114/11/5,動物用藥殘留,合格,,,
1906,旭集-天母店,臺北市,士林區,臺北市士林區忠誠路2段55號5樓,冷凍旭蟹,114/11/5,動物用藥殘留,合格,,,
1907,海公公海鮮企業社,臺北市,信義區,臺北市信義區仁愛路4段496巷5號,藍鑽蝦仁,114/11/5,動物用藥殘留,合格,,,
1908,海公公海鮮企業社,臺北市,信義區,臺北市信義區仁愛路4段496巷5號,去刺虱目魚肚,114/11/5,動物用藥殘留,合格,,,
1909,URBANPARADISE信義店,臺北市,信義區,臺北市信義區松高路11號5樓,冷凍全殼生蠔,114/11/5,動物用藥殘留,合格,,,
1910,URBANPARADISE信義店,臺北市,信義區,臺北市信義區松高路11號5樓,冷凍藍蟹,114/11/5,動物用藥殘留,合格,,,
1911,椒朋友辛潮麻辣鍋,臺北市,信義區,臺北市信義區松高路11號4樓,生凍龍蝦,114/11/5,動物用藥殘留,合格,,,
1912,無市招海鮮,臺北市,士林區,臺北市士林區基河路101號,黃魚,114/11/6,動物用藥殘留(結晶紫及其代謝物),不合格,違反食品安全衛生管理法第47條,30000,
1913,遠東咖啡自助餐廳,臺北市,大安區,臺北市大安區敦化南路2段201號,三點蟹,114/11/12,動物用藥殘留,合格,,,
1914,佐佐鮮有限公司,臺北市,大同區,臺北市大同區迪化街1段275號,〔白帶〕台灣船釣現流白帶魚切段,114/11/24,動物用藥殘留,合格,,,
1915,佐佐鮮有限公司,臺北市,大同區,臺北市大同區迪化街1段275號,日本全殼生蠔,114/11/24,動物用藥殘留,合格,,,
1916,通訊無阻手機維修專門店,臺北市,士林區,臺北市士林區大北路63號,中華絨螯蟹,114/11/25,動物用藥殘留,合格,,,
1968,天仁餐盒有限公司,臺北市,內湖區,臺北市內湖區新明路321巷10弄8、10、12號1樓,-,114/9/25,GHP,合格,,,
1969,天仁餐盒有限公司,臺北市,內湖區,臺北市內湖區新明路321巷10弄8、10、12號1樓,-,114/11/7,GHP,合格,,,
