項次,業者名稱(市招),縣市,行政區,業者地址,產品名稱,稽查日期,稽查/檢驗項目,稽查/檢驗結果,違反之食安法條及相關法,裁罰金額,備註
33331,黑方國際有限公司,新北市,樹林區,新北市樹林區俊英街5之2號,100%黑巧克力薄片,114/3/10,標示,合格,,,
33332,黑方國際有限公司,新北市,樹林區,新北市樹林區俊英街5之2號,70%東方美人巧克力,114/3/10,標示,合格,,,
33333,黑方國際有限公司,新北市,樹林區,新北市樹林區俊英街5之2號,抹茶生巧克力,114/3/10,標示,合格,,,
33463,擇食股份有限公司,新北市,新店區,新北市新店區民權路42巷59弄1號5樓(製造場所),喫紅烏龍鳳梨,114/4/16,環氧乙烷,合格,,,
33464,擇食股份有限公司,新北市,新店區,新北市新店區民權路42巷59弄1號5樓(製造場所),歌劇可可脂,114/4/16,苯(a)駢芘,合格,,,
33465,擇食股份有限公司,新北市,新店區,新北市新店區民權路42巷59弄1號5樓(製造場所),歌劇可可脂,114/4/16,總黃麴毒素,合格,,,
33466,奕芃手作甜點店,新北市,板橋區,新北市板橋區民權路256號1樓,歐可亞黑巧克力(鈕扣狀),114/3/12,苯(a)駢芘,合格,,,
33467,奕芃手作甜點店,新北市,板橋區,新北市板橋區民權路256號1樓,歐可亞黑巧克力(鈕扣狀),114/3/12,總黃麴毒素,合格,,,
33468,巧櫻有限公司(七見櫻堂),新北市,中和區,新北市中和區員富里中正路1215號2樓(二廠),金門高粱酒糖巧克力,114/3/11,環氧乙烷,合格,,,
33469,巧櫻有限公司(七見櫻堂),新北市,中和區,新北市中和區員富里中正路1215號2樓(二廠),花郜苦甜調溫巧克力70%(鈕扣),114/3/11,苯(a)駢芘,合格,,,
33470,巧櫻有限公司(七見櫻堂),新北市,中和區,新北市中和區員富里中正路1215號2樓(二廠),花郜苦甜調溫巧克力70%(鈕扣),114/3/11,總黃麴毒素,合格,,,
33471,黑方國際有限公司,新北市,樹林區,新北市樹林區俊英街5之2號,100%黑巧克力薄片,114/3/10,環氧乙烷,合格,,,
33472,黑方國際有限公司,新北市,樹林區,新北市樹林區俊英街5之2號,可可豆,114/3/10,農藥殘留,合格,,,
33473,黑方國際有限公司,新北市,樹林區,新北市樹林區俊英街5之2號,可可豆,114/3/10,磷化氫,合格,,,
33558,漢鼎物業有限公司(餃逐天下),新北市,石碇區,新北市石碇區文山路一段6號(石碇服務區),-,114/4/2,GHP,合格,,,
33559,貫慶有限公司(大井屋拉麵),新北市,石碇區,新北市石碇區文山路一段6號(石碇服務區),-,114/4/2,GHP,合格,,,
33560,路易莎咖啡股份有限公司(路易莎咖啡),新北市,石碇區,新北市石碇區文山路一段6號(石碇服務區),-,114/4/2,GHP,合格,,,
33561,全家便利商店股份有限公司(全家便利商店),新北市,石碇區,新北市石碇區文山路一段6號(石碇服務區),-,114/4/2,GHP,合格,,,
33562,食幸國際有限公司(金名號鹿野土雞肉飯),新北市,石碇區,新北市石碇區文山路一段6號(石碇服務區),-,114/4/2,GHP,合格,,,
33563,艾芝園食品行,新北市,石碇區,新北市石碇區文山路一段6號(石碇服務區),-,114/4/2,GHP,合格,,,
33763,漢鼎物業有限公司(餃逐天下),新北市,石碇區,新北市石碇區文山路一段6號(石碇服務區),-,114/4/2,標示,合格,,,
33764,貫慶有限公司(大井屋拉麵),新北市,石碇區,新北市石碇區文山路一段6號(石碇服務區),-,114/4/2,標示,合格,,,
33765,路易莎咖啡股份有限公司(路易莎咖啡),新北市,石碇區,新北市石碇區文山路一段6號(石碇服務區),-,114/4/2,標示,合格,,,
33766,全家便利商店股份有限公司(全家便利商店),新北市,石碇區,新北市石碇區文山路一段6號(石碇服務區),-,114/4/2,標示,合格,,,
33767,食幸國際有限公司(金名號鹿野土雞肉飯),新北市,石碇區,新北市石碇區文山路一段6號(石碇服務區),-,114/4/2,標示,合格,,,
33768,艾芝園食品行,新北市,石碇區,新北市石碇區文山路一段6號(石碇服務區),-,114/4/2,標示,合格,,,
33931,漢鼎物業有限公司(餃逐天下),新北市,石碇區,新北市石碇區文山路一段6號(石碇服務區),辣豆瓣,114/4/2,防腐劑,合格,,,
33932,貫慶有限公司(大井屋拉麵),新北市,石碇區,新北市石碇區文山路一段6號(石碇服務區),麵,114/4/2,邦克列酸,合格,,,
33933,路易莎咖啡股份有限公司(路易莎咖啡),新北市,石碇區,新北市石碇區文山路一段6號(石碇服務區),紅蜜鮮奶茶,114/4/2,食品中微生物衛生標準,合格,,,
34076,新北市板橋區農會板農活力超市,新北市,板橋區,新北市板橋區府中路29號B1樓,純手工花生糖,114/5/27,真菌毒素,合格,,,—
34077,鏗達實業有限公司,新北市,泰山區,新北市泰山區泰林路2段292巷3號,花生粉,114/5/26,真菌毒素,合格,,,—
34078,士平企業有限公司,新北市,新莊區,新北市新莊區新樹路67巷8號,花生粉,114/5/27,真菌毒素,合格,,,—
34079,家福股份有限公司淡新分公司,新北市,淡水區,新北市淡水區中山北路2段383號,顆粒花生醬,114/5/26,真菌毒素,合格,,,—
34080,里仁事業股份有限公司永和永貞分公司,新北市,永和區,新北市永和區永貞路229號,花生醬(無加糖),114/5/26,真菌毒素,合格,,,—
34081,全聯實業股份有限公司蘆洲長安分公司,新北市,蘆洲區,新北市蘆洲區長安街232號1樓,中華一番韓國年糕,114/5/26,真菌毒素,合格,,,—
34082,里仁事業股份有限公司永和永貞分公司,新北市,永和區,新北市永和區永貞路229號,有機黑糯糙米,114/5/26,真菌毒素,合格,,,—
34083,統康生活事業股份有限公司中信分公司,新北市,新莊區,新北市新莊區中信街68之1號1樓,牛頭牌特選玉米粒,114/5/23,真菌毒素,合格,,,—
34084,統康生活事業股份有限公司中信分公司,新北市,新莊區,新北市新莊區中信街68之1號1樓,家樂福蜜汁腰果,114/5/23,真菌毒素,合格,,,—
34085,全聯實業股份有限公司永和永平分公司,新北市,永和區,新北市永和區永平路26號1樓,萬歲牌烘焙腰果100%無添加無調味,114/5/26,真菌毒素,合格,,,—
34086,全聯實業股份有限公司板橋雨農分公司,新北市,板橋區,新北市板橋區雨農路27巷2號,蔓越莓乾,114/5/27,真菌毒素,合格,,,—
34087,家福股份有限公司淡新分公司,新北市,淡水區,新北市淡水區中山北路2段383號,西班牙ColaCao經典可可粉,114/5/26,真菌毒素,合格,,,—
34088,全聯實業股份有限公司永和永平分公司,新北市,永和區,新北市永和區永平路26號1樓,歐維氏100%醇黑巧克力,114/5/26,真菌毒素,合格,,,—
34089,家福股份有限公司新莊新泰分公司,新北市,新莊區,新北市新莊區新莊區新泰路85號B1樓,桂格有機米精,114/5/26,真菌毒素,合格,,,嬰幼兒食品
34090,豐沛生活館有限公司雨農門市,新北市,板橋區,新北市板橋區雨農路28號B1樓,特級白胡椒粉,114/5/27,真菌毒素,合格,,,—
34091,家福股份有限公司淡新分公司,新北市,淡水區,新北市淡水區中山北路2段383號,SANGIULIANO特級冷壓初榨橄欖油,114/5/26,真菌毒素,合格,,,—
34092,統康生活事業股份有限公司學成分公司,新北市,樹林區,新北市樹林區學成路536號,熟黑芝麻粒,114/5/26,真菌毒素,合格,,,—
34093,家福股份有限公司新莊新泰分公司,新北市,新莊區,新北市新莊區新莊區新泰路85號B1樓,黑芝麻粉,114/5/26,真菌毒素,合格,,,—
34094,三商家購股份有限公司新店北新分公司,新北市,新店區,新北市新店區北新路3段65巷13號,玉米粉,114/5/29,真菌毒素,合格,,,—
34095,家福股份有限公司板橋店,新北市,板橋區,新北市板橋區三民路2段31號B1,美國PBC無添加糖柔滑花生醬,114/5/27,真菌毒素,合格,,,—
34096,池上米行,新北市,新店區,新北市新店區如意街27號1樓,蔓越莓,114/5/26,真菌毒素,合格,,,—
34097,全聯實業股份有限公司中和華夏分公司,新北市,中和區,新北市中和區工專路28號1樓,得意的一天日本玄米油,114/5/28,真菌毒素,合格,,,—
34098,聖寶食品商行(食食富),新北市,板橋區,新北市板橋區中山路2段29號,紅麴粉,114/5/29,真菌毒素,合格,,,—
34099,大容富商行,新北市,新店區,新北市新店區大豐路71號,巧益貢糖酥,114/6/30,真菌毒素,合格,,,—
34100,示茶鮮果茶屋,新北市,淡水區,新北市淡水區英專路69號,台灣紅麴,114/6/3,真菌毒素,合格,,,—
34329,安永鮮物新埔門市,新北市,板橋區,新北市板橋區文化路1段319號1樓,有機白米,114/3/26,重金屬,合格,,,
34354,聖保生物科技股份有限公司,新北市,永和區,新北市永和區中山路1段127號,巴西蘑菇乾菇(子實體),114/3/28,重金屬,合格,,,
34355,伊斯美川式滷味,新北市,三峽區,新北市三峽區三樹路67號,海帶,114/3/28,重金屬,合格,,,
34357,有限責任台灣主婦聯盟生活消費合作社雙和站,新北市,永和區,新北市永和區民權路1巷4號,有機乾姬松茸,114/5/6,重金屬,合格,,,
34358,全聯實業股份有限公司蘆洲長安分公司,新北市,蘆洲區,新北市蘆洲區長安街232號1樓,美國酪梨,114/5/26,重金屬,合格,,,
34359,家福股份有限公司汐科分公司,新北市,汐止區,新北市汐止區新臺五路1段99號B1樓,泰國金枕頭榴槤,114/5/27,重金屬,合格,,,
34437,全家便利商店股份有限公司新北市一一O九分公司,新北市,淡水區,新北市淡水區沙崙路2段777號,嚴選野生柳葉魚,114/3/24,重金屬,合格,,,
34438,全聯實業股份有限公司中和景德分公司,新北市,中和區,新北市中和區景德街7號1樓,日本生干貝(日本北海道),114/3/24,重金屬,合格,,,
34439,安永鮮物新埔門市,新北市,板橋區,新北市板橋區文化路1段319號1樓,安永嚴選智利鮭魚輪切,114/3/26,重金屬,合格,,,
34440,大潤發流通事業股份有限公司新店分公司,新北市,新店區,新北市新店區環河路22號B1樓,廣島牡蠣,114/5/28,重金屬,合格,,,
34503,安永鮮物新埔門市,新北市,板橋區,新北市板橋區文化路1段319號1樓,安永鮮物100%鳳梨純汁,114/3/26,重金屬,合格,,,
34556,家福股份有限公司中平分公司,新北市,新莊區,新北市新莊區中平路108號B1樓,白肉雞(舒康雞里肌肉),114/3/24,重金屬,合格,,,
34557,艾麗而有限公司,新北市,樹林區,新北市樹林區東豐街49號,豬心(台灣),114/4/2,重金屬,合格,,,
34558,元榆企業股份有限公司板橋新埔店,新北市,板橋區,新北市板橋區民生路2段216號,黑羽生鮮雞肝,114/6/5,重金屬,合格,,,
34570,台灣卡多摩嬰童館股份有限公司永和中山分公司,新北市,永和區,新北市永和區中山路1段71號,亞培心美力早產兒出院後專用嬰兒配方,114/3/31,重金屬,合格,,,嬰幼兒食品
34571,台灣卡多摩嬰童館股份有限公司三重重陽分公司,新北市,三重區,新北市三重區重陽路2段9號1樓,啟賦PDF早產兒出院後專用配方,114/4/1,重金屬,合格,,,嬰幼兒食品
34572,台灣卡多摩嬰童館股份有限公司林口仁愛分公司,新北市,林口區,新北市林口區仁愛一路691號,啟賦PDF早產兒出院後專用配方,114/5/27,重金屬,合格,,,嬰幼兒食品
34613,全聯實業股份有限公司蘆洲長安分公司,新北市,蘆洲區,新北市蘆洲區長安街232號1樓,義大利ORO去皮切丁蕃茄,114/5/26,重金屬,合格,,,
34614,全聯實業股份有限公司中和華夏分公司,新北市,中和區,新北市中和區工專路28號1樓,愛之味鮮脆條瓜,114/5/28,重金屬,合格,,,
34618,中年大叔食品有限公司,新北市,三重區,新北市三重區自強路3段87巷8號3樓,白梗九層塔(羅勒),114/3/10,農藥(賽滅淨、達滅芬),不合格,依食安法第47條裁處,30000,與同業者抽驗產品(白梗九層塔)同案辦理
34619,阿柳水果廣場,新北市,土城區,新北市土城區延吉街263號1樓,甜柳丁,114/2/10,農藥殘留,合格,,,
34620,中年大叔食品有限公司,新北市,三重區,新北市三重區自強路3段87巷8號3樓,白梗九層塔,114/3/28,農藥(歐西比),不合格,依食安法第47條裁處,30000,與同業者抽驗產品(白梗九層塔(羅勒))同案辦理
34621,全聯實業股份有限公司三重集美分公司,新北市,三重區,新北市三重區集美街18之6、18之7、18之8號1樓,甜橙,114/2/12,農藥殘留,合格,,,
34623,金鑽牛有限公司,新北市,中和區,新北市中和區建一路92號1樓,桶柑,114/3/5,農藥殘留,合格,,,
34625,陳○男,新北市,新莊區,新北市新莊區,茂谷柑,114/3/6,農藥殘留,合格,,,
34636,信和股份有限公司,新北市,五股區,新北市五股區五權五路6號,白木耳,114/3/27,農藥(益達胺),不合格,依食安法第44條裁處,60000,
34640,中年大叔食品有限公司,新北市,三重區,新北市三重區自強路3段87巷8號3樓,菜豆,114/3/10,農藥(克福隆、芬化利),不合格,依食安法第47條裁處,30000,
34650,東和水果有限公司,新北市,板橋區,新北市板橋區大明街12號5樓,草莓,114/4/8,農藥(賜派滅),不合格,依食安法第44條裁處,120000,
34652,東和水果有限公司,新北市,板橋區,新北市板橋區大明街12號5樓,草莓,114/3/3,農藥(亞派占),不合格,依食安法第44條裁處,60000,
34681,露晴食品企業社,新北市,中和區,新北市中和區華新街51號,紅玫瑰花,114/3/5,農藥殘留,合格,,,
34683,遠東都會股份有限公司板橋店,新北市,板橋區,新北市板橋區新站路28號B1樓,香菜,114/3/5,農藥殘留,合格,,,
34685,陳○豪,新北市,土城區,新北市土城區,香菜,114/3/5,農藥殘留,合格,,,
34691,奇麟企業有限公司(網購平台),新北市,林口區,新北市林口區文化二路一段277號,香菜(芫荽),114/3/25,農藥殘留,合格,,,
34696,蘇○文,新北市,三峽區,新北市三峽區,娃娃菜,114/2/11,農藥殘留,合格,,,
34698,開飯川食堂中和環球店,新北市,中和區,新北市中和區中山路3段122號4樓,翠玉娃娃菜,114/2/12,農藥殘留,合格,,,
34700,全聯實業股份有限公司林口麗都分公司,新北市,林口區,新北市林口區文化二路1段106號,甘藍(高麗菜),114/3/3,農藥殘留,合格,,,
34702,蝦米蔬果行,新北市,深坑區,新北市深坑區北深路三段71號,大頭(結頭)菜,114/3/4,農藥殘留,合格,,,
34704,家福股份有限公司中平分公司,新北市,新莊區,新北市新莊區中平路108號B1,特級大頭菜,114/3/6,農藥殘留,合格,,,
34706,友國果菜行,新北市,板橋區,新北市板橋區板城路1000號,花椰菜,114/3/25,農藥殘留,合格,,,
34708,吳○丞,新北市,板橋區,新北市板橋區,白色花椰菜,114/3/25,農藥殘留,合格,,,
34721,根嶺網有限公司(網購平台),新北市,三重區,新北市三重區五華街93巷93號,香菜,114/2/25,農藥殘留,合格,,,
34791,家福股份有限公司臺北板橋分公司,新北市,板橋區,新北市板橋區三民路二段31號B1,茼蒿,114/2/10,農藥殘留,合格,,,
34792,小鳳蔬菜大賣場,新北市,新莊區,新北市新莊區四維路138號,韭菜,114/2/11,農藥殘留,合格,,,
34793,無市招,新北市,新莊區,新北市新莊區四維路117號,茼蒿,114/2/11,農藥殘留,合格,,,
34794,宏安蔬菜行,新北市,板橋區,新北市板橋區板城路1000號,茼蒿,114/2/13,農藥殘留,合格,,,
34795,政一蔬菜行,新北市,板橋區,新北市板橋區板城路1000號,韭菜花,114/2/13,農藥殘留,合格,,,
34796,統康生活事業股份有限公司安康分公司,新北市,新店區,新北市新店區安康路2段196號B1樓,菠菜,114/3/3,農藥殘留,合格,,,
34797,全聯實業股份有限公司林口麗都分公司,新北市,林口區,新北市林口區文化二路1段106號,履歷地瓜葉,114/3/3,農藥殘留,合格,,,
34798,大千素食,新北市,新店區,新北市新店區中華路48巷10號,有機肥栽培地瓜葉,114/3/5,農藥殘留,合格,,,
34799,好初水果股份有限公司新莊分公司,新北市,新莊區,新北市新莊區新北大道7段852號,土耕菠菜,114/3/5,農藥殘留,合格,,,
34800,柳姨蔬菜B36,新北市,樹林區,新北市樹林區保安街14巷,韭菜花,114/3/21,農藥殘留,合格,,,
34801,大潤發流通事業股份有限公司土城分公司,新北市,土城區,新北市土城區永安街25號1樓,九層塔,114/3/21,農藥殘留,合格,,,
34802,家福股份有限公司五華分公司,新北市,三重區,新北市三重區五華街282號,青蔥,114/3/24,農藥殘留,合格,,,
34803,永兆豐股份有限公司,新北市,新莊區,新北市新莊區五工路97巷2號1樓,小芥菜,114/3/25,農藥殘留,合格,,,
34804,綱綱好餐飲行,新北市,泰山區,新北市泰山區明志路2段71號,韭菜,114/3/25,農藥殘留,合格,,,
34805,丸龜製麵55號店環球中和店,新北市,中和區,新北市中和區中山路3段122號3樓,青蔥,114/3/26,農藥殘留,合格,,,
34953,根嶺網有限公司(網購平台),新北市,三重區,新北市三重區五華街93巷93號,韭菜,114/2/27,農藥殘留,合格,,,
34956,根嶺網有限公司(網購平台),新北市,三重區,新北市三重區五華街93巷93號,芥藍菜,114/3/4,農藥殘留,合格,,,
35070,小鳳蔬菜大賣場,新北市,新莊區,新北市新莊區四維路138號,甜菜根,114/2/11,農藥殘留,合格,,,
35071,棉花田生機園地股份有限公司中和興南門市,新北市,中和區,新北市中和區興南路1段63號1樓,有機甜菜根,114/2/14,農藥殘留,合格,,,
35072,家福股份有限公司北大分公司,新北市,樹林區,新北市樹林區大雅路288號B1樓之1,有機甜菜根,114/2/14,農藥殘留,合格,,,
35073,創興餐飲有限公司永和中正分公司,新北市,永和區,新北市永和區中正路77號,洋蔥,114/3/3,農藥殘留,合格,,,
35074,全聯實業股份有限公司蘆洲中華分公司,新北市,蘆洲區,新北市蘆洲區長安街96號1樓,洋蔥,114/3/3,農藥殘留,合格,,,
35075,聯禾蔬果行,新北市,板橋區,新北市板橋區板城路1000號,洋蔥,114/3/5,農藥殘留,合格,,,
35076,遠東都會股份有限公司板橋店,新北市,板橋區,新北市板橋區新站路28號B1樓,白皮馬鈴薯,114/3/24,農藥殘留,合格,,,
35077,和盟蔬果行,新北市,板橋區,新北市板橋區板城路1000號,白蘿蔔,114/3/25,農藥殘留,合格,,,
35078,全聯實業股份有限公司土城立仁分公司,新北市,土城區,新北市土城區立仁街38號1樓,馬鈴薯,114/3/27,農藥殘留,合格,,,
35132,元宏蔬果行,新北市,三峽區,新北市三峽區和平街36巷18號,杏鮑菇,114/2/11,農藥殘留,合格,,,
35133,愛耘廚股份有限公司,新北市,汐止區,新北市汐止區新台五路1段99號10樓之10,杏鮑菇,114/2/12,農藥殘留,合格,,,
35134,河南堂蔘藥行,新北市,板橋區,新北市板橋區中正路216巷24號,白木耳,114/3/21,農藥殘留,合格,,,
35135,家福股份有限公司五華分公司,新北市,三重區,新北市三重區五華街282號,白木耳,114/3/24,農藥殘留,合格,,,
35136,全聯實業股份有限公司中和景德分公司,新北市,中和區,新北市中和區景德街7號1樓,有機香菇,114/3/24,農藥殘留,合格,,,
35137,大自然蔬果行,新北市,蘆洲區,新北市蘆洲區中華街6巷56號1樓,香菇,114/3/26,農藥殘留,合格,,,
35168,旺生行,新北市,蘆洲區,新北市蘆洲區復興路410巷11號,彩色甜椒,114/2/13,農藥殘留,合格,,,
35169,陳○志,新北市,三重區,新北市三重區,玉女小蕃茄,114/3/7,農藥殘留,合格,,,
35230,瑋茹蔬果批發,新北市,中和區,新北市中和區興南路二段117巷29號,櫛瓜,114/3/4,農藥殘留,合格,,,
35231,市招:東沅行,新北市,蘆洲區,新北市蘆洲區復興路410巷11號,櫛瓜,114/3/5,農藥殘留,合格,,,
35232,顏○業,新北市,新莊區,新北市新莊區,櫛瓜,114/3/6,農藥殘留,合格,,,
35253,蝦米蔬果行,新北市,深坑區,新北市深坑區北深路三段71號,荷蘭豆,114/3/4,農藥殘留,合格,,,
35254,大潤發流通事業股份有限公司土城分公司,新北市,土城區,新北市土城區永安街25號1樓,甜豌豆,114/3/21,農藥殘留,合格,,,
35255,蔡○呈,新北市,新莊區,新北市新莊區,醜豆,114/3/27,農藥殘留,合格,,,
35287,根嶺網有限公司(網購平台),新北市,三重區,新北市三重區五華街93巷93號,甜豆,114/3/4,農藥殘留,合格,,,
35310,誠心菓舖,新北市,土城區,新北市土城區延吉街252號,洋香瓜,114/3/4,農藥殘留,合格,,,
35311,一路發水果行,新北市,板橋區,新北市板橋區中正路238號1樓,哈密瓜,114/3/6,農藥殘留,合格,,,
35312,欣昇行,新北市,三重區,新北市三重區中正北路111號,洋香瓜,114/3/7,農藥殘留,合格,,,
35353,新北市板橋區農會板農活力超市,新北市,板橋區,新北市板橋區府中路29之1號B1樓,草莓,114/3/3,農藥殘留,合格,,,
35354,誠心菓舖,新北市,土城區,新北市土城區延吉街252號,草莓,114/3/4,農藥殘留,合格,,,
35355,振德水果行,新北市,板橋區,新北市板橋區板城路1000號,草莓,114/3/5,農藥殘留,合格,,,
35380,旺城蔬果有限公司(網購平台),新北市,三重區,新北市三重區仁政街152之6號2樓,草莓,114/3/5,農藥殘留,合格,,,
35401,三商家購股份有限公司新店新烏分公司,新北市,新店區,新北市新店區新烏路2段376號,牛奶蜜棗,114/3/3,農藥殘留,合格,,,
35402,上上青平價鮮果廣場,新北市,新莊區,新北市新莊區自信街49號,蜜棗,114/3/5,農藥殘留,合格,,,
35403,甜蜜蜜水果行,新北市,林口區,新北市林口區文化一路一段133號1樓,枇杷,114/3/24,農藥殘留,合格,,,
35404,棉花田生機園地股份有限公司中平門市,新北市,新莊區,新北市新莊區中平路92巷4號1樓,有機枇杷,114/3/25,農藥殘留,合格,,,
35452,全聯實業股份有限公司林口麗都分公司,新北市,林口區,新北市林口區文化二路1段106號(106、108),紅牛聰勁即溶乳清蛋白-可可風味,114/3/3,標示,合格,,,
35453,全聯實業股份有限公司林口麗都分公司,新北市,林口區,新北市林口區文化二路1段106號(106、108),紅牛聰勁即溶乳清蛋白-可可風味,114/3/3,總黃麴毒素、金黃色葡萄球菌、沙門氏菌,合格,,,
35454,全聯實業股份有限公司林口麗都分公司,新北市,林口區,新北市林口區文化二路1段106號(106、108),紅牛聰勁即溶乳清蛋白-可可風味,114/3/3,粗蛋白含量,合格,,,
35455,永茂生技實業股份有限公司,新北市,汐止區,新北市汐止區新台五路1段94號25樓,BeRule乳清蛋白粉(鹽之花焦糖奶茶風味),114/3/4,標示,合格,,,
35456,永茂生技實業股份有限公司,新北市,汐止區,新北市汐止區新台五路1段94號25樓,BeRule乳清蛋白粉(鹽之花焦糖奶茶風味),114/3/4,總黃麴毒素、金黃色葡萄球菌、沙門氏菌,合格,,,
35457,永茂生技實業股份有限公司,新北市,汐止區,新北市汐止區新台五路1段94號25樓,BeRule乳清蛋白粉(鹽之花焦糖奶茶風味),114/3/4,粗蛋白含量,合格,,,
35458,炫煬生物科技股份有限公司,新北市,中和區,新北市中和區橋和路116號10樓之1,大豆胜肽高纖全營養沖泡粉,114/3/10,標示,不合格,違反食品安全衛生管理法第22條規定，依同法第47條第8款裁處,30000,
35459,炫煬生物科技股份有限公司,新北市,中和區,新北市中和區橋和路116號10樓之1,大豆胜肽高纖全營養沖泡粉,114/3/10,總黃麴毒素、金黃色葡萄球菌、沙門氏菌,合格,,,
35460,炫煬生物科技股份有限公司,新北市,中和區,新北市中和區橋和路116號10樓之1,大豆胜肽高纖全營養沖泡粉,114/3/10,粗蛋白含量,合格,,,
35521,雙河蛋行,新北市,中和區,新北市中和區板南路244號,鴨蛋,114/2/18,動物用藥殘留,合格,,,
35522,三重區農會生鮮超級市場,新北市,三重區,新北市三重區重新路2段1號B1,放牧養生鴨蛋,114/2/19,動物用藥殘留,合格,,,
35523,全聯實業股份有限公司土城裕民分公司,新北市,土城區,新北市土城區裕民路116號B1,福福氣冷雞冷凍雞胸切片,114/2/17,動物用藥殘留,合格,,,
35524,全聯實業股份有限公司汐止忠孝分公司,新北市,汐止區,新北市汐止區忠孝東路429號1樓,福福氣冷雞冷凍去骨腿丁,114/2/17,動物用藥殘留,合格,,,
35525,三重區農會生鮮超級市場,新北市,三重區,新北市三重區重新路2段1號,雞里肌(台灣),114/2/19,動物用藥殘留,合格,,,
35526,家福股份有限公司重新分公司,新北市,三重區,新北市三重區重陽路5段654號,去骨櫻桃鴨腿肉,114/3/10,動物用藥殘留,合格,,,
35527,家福股份有限公司重新分公司,新北市,三重區,新北市三重區重陽路5段654號,櫻桃鴨胸,114/3/10,動物用藥殘留,合格,,,
35528,好運通食材通路股份有限公司,新北市,林口區,新北市林口區工三路4號,三角鴨胸(台灣),114/3/10,動物用藥殘留,合格,,,
35529,家福股份有限公司臺北市中和分公司,新北市,中和區,新北市中和區中山路2段291號B2,櫻桃鴨菲力肉,114/3/11,動物用藥殘留,合格,,,
35530,好來便當店,新北市,板橋區,新北市板橋區四川路1段385號,鴨肉,114/3/11,動物用藥殘留,合格,,,
35531,勤邦生活有限公司新店三民店,新北市,新店區,新北市新店區三民路142號1樓,櫻桃鴨胸,114/3/12,動物用藥殘留,合格,,,
35532,正龍烤鴨店,新北市,永和區,新北市永和區得和路101號1樓,鴨肉,114/3/12,動物用藥殘留,合格,,,
35533,鼎軒有限公司新店中正店,新北市,新店區,新北市新店區中正路263號1樓,法式櫻桃鴨胸排(台灣),114/3/14,動物用藥殘留,合格,,,
35534,真正好烤鴨莊,新北市,板橋區,新北市板橋區四川路1段242號,鴨肉,114/3/14,動物用藥殘留,合格,,,
35717,全聯實業股份有限公司中和華新分公司,新北市,中和區,新北市中和區華新街26之1號1樓,火鍋牛肉片(巴拉圭牛),114/3/17,動物用藥殘留,合格,,,
35718,安永鮮物裕隆城門市,新北市,新店區,新北市新店區中興路3段70號B1,澳洲牛梅花火鍋肉片(牛肉)(澳洲),114/3/18,動物用藥殘留,合格,,,
35719,新村畜產國際有限公司,新北市,板橋區,新北市板橋區新站路28號B1,極上肩肉(日本鹿兒島縣牛),114/3/18,動物用藥殘留,合格,,,
35720,全聯實業股份有限公司三重中正北店,新北市,三重區,新北市三重區中正北路70號,澳洲穀飼牛梅花火鍋肉片,114/3/20,動物用藥殘留,合格,,,
35867,鼎鼎香涮涮屋,新北市,新莊區,新北市新莊區富國路101號之1,冷凍生蠔(熟食用),114/2/17,動物用藥殘留,合格,,,
35868,阿定新鮮海魚,新北市,永和區,新北市永和區仁愛路259號,黃魚,114/2/20,動物用藥殘留,合格,,,
35869,南樓企業社,新北市,泰山區,新北市泰山區泰林路3段22號,巴沙魚4P,114/3/17,動物用藥殘留,合格,,,
35955,雙河蛋行,新北市,中和區,新北市中和區板南路244號,鴨蛋,114/2/18,農藥殘留,合格,,,
35956,三重區農會生鮮超級市場,新北市,三重區,新北市三重區重新路2段1號B1,放牧養生鴨蛋,114/2/19,農藥殘留,合格,,,
35957,全聯實業股份有限公司土城裕民分公司,新北市,土城區,新北市土城區裕民路116號B1,福福氣冷雞冷凍雞胸切片,114/2/17,農藥殘留,合格,,,
35958,全聯實業股份有限公司汐止忠孝分公司,新北市,汐止區,新北市汐止區忠孝東路429號1樓,福福氣冷雞冷凍去骨腿丁,114/2/17,農藥殘留,合格,,,
35959,三重區農會生鮮超級市場,新北市,三重區,新北市三重區重新路2段1號,雞里肌(台灣),114/2/19,農藥殘留,合格,,,
36163,戴家粽粿粽物品,新北市,新莊區,新北市新莊區四維路95號,-,114/4/11,GHP,合格,,,
36165,家福股份有限公司中平分公司,新北市,新莊區,新北市新莊區中平路108號B1,-,114/3/24,GHP,合格,,,
36167,國豐商行有限公司,新北市,五股區,新北市五股區中興路二段37巷11弄25號,-,114/3/24,GHP,合格,,,
36169,遠百企業股份有限公司板橋南雅分公司,新北市,板橋區,新北市板橋區貴興路101號,-,114/3/24,GHP,合格,,,
36171,亨旺商行,新北市,八里區,新北市八里區中山路1段36號,-,114/4/9,GHP,合格,,,
36173,義美股份有限公司土城區分公司,新北市,土城區,新北市土城區學府路一段191號,-,114/3/25,GHP,合格,,,
36175,全聯實業股份有限公司新店北新分公司,新北市,新店區,新北市新店區北新路2段252號地下一層,-,114/3/24,GHP,合格,,,
36177,大潤發流通事業股份有限公司中和分公司,新北市,中和區,新北市中和區景平路182號B1,-,114/3/26,GHP,合格,,,
36179,統康生活事業股份有限公司中和二分公司,新北市,中和區,新北市中和區復興路268號1樓,-,114/3/25,GHP,合格,,,
