city,hospName,hospAddress,latitude,longitude,hospTel,type
新北市,三重中興醫院,新北市三重區中興里中興北街21號,25.046534,121.469661,29959680,登革熱疫苗
新北市,三重區衛生所,新北市三重區中山里新北大道一段1號,25.061191,121.491392,29825233,登革熱疫苗
新北市,明安耳鼻喉科診所,新北市三重區正德里正義北路54號,25.06388,121.497265,29862228,登革熱疫苗
新北市,聰明耳鼻喉科診所,新北市三重區光榮里重新路二段14號1樓,25.062685,121.499495,89727370,登革熱疫苗
新北市,宏仁醫院,新北市三重區福祉里水漾路一段158號,25.053965,121.48378,29788877,登革熱疫苗
新北市,德河聯合診所,新北市三重區幸福里重陽路三段117號,25.068605,121.490817,89851515,登革熱疫苗
新北市,德心診所,新北市三重區永福里力行路二段206號,25.077725,121.483481,82878007,登革熱疫苗
新北市,德慈聯合診所,新北市三重區中山里重新路三段14號,25.061385,121.49517,29736693,登革熱疫苗
新北市,鄭俊堂診所,新北市三重區福隆里自強路四段49號,25.07784,121.489926,22863333,登革熱疫苗
新北市,吉田診所,新北市三重區六福里中正北路174-7號,25.0667006,121.4833669,29845093,登革熱疫苗
新北市,張必正診所,新北市三重區大同里重新路三段66號,25.0610723,121.4935826,89726657,登革熱疫苗
新北市,金港齡小兒科診所,新北市三重區溪美里仁愛街302號,25.0792804,121.4919196,29802412,登革熱疫苗
新北市,謝明宏小兒科診所,新北市三重區田安里中華路43號1樓,25.0618274,121.4836191,29816425,登革熱疫苗
新北市,簡修平診所,新北市三重區福安里正義北路300之3號,25.0696489,121.4953021,89825506,登革熱疫苗
新北市,大重仁復健科診所,新北市三重區中興里重新路五段592號2樓,25.0453322,121.4693633,29958283,登革熱疫苗
新北市,培力佳診所,新北市三重區永德里自強路三段67號1樓,25.0733391,121.4870601,29834012,登革熱疫苗
新北市,德恩診所,新北市三重區福民里集成路47號,25.0527488,121.4893543,29766501,登革熱疫苗
新北市,宏生診所,新北市三重區五福里五華街72號,25.0819142,121.4931918,29819948,登革熱疫苗
新北市,皇嘉耳鼻喉科診所,新北市三重區富貴里五華街247號,25.0862529,121.4891709,28579666,登革熱疫苗
新北市,郭國鐘小兒科診所,新北市三重區光華里信義街57號,25.0650008,121.5011975,29726825,登革熱疫苗
新北市,芯安診所,新北市三重區田安里中華路77號,25.0625762,121.4836703,29836600,登革熱疫苗
新北市,友孝診所,新北市三重區田安里中華路60號,25.0621817,121.4833922,29863699,登革熱疫苗
新北市,吳英芳診所,新北市三重區龍門里龍門路161號,25.0729374,121.4988207,29755521,登革熱疫苗
新北市,正和診所,新北市三重區安慶里正義北路278號1樓,25.0690833,121.4956628,29828828,登革熱疫苗
新北市,康新診所,新北市三重區雙園里正義北路185號1樓,25.0679198,121.4964607,29865982,登革熱疫苗
新北市,愷馨耳鼻喉科診所,新北市三重區仁華里仁愛街729號,25.0805857,121.4818652,28571201,登革熱疫苗
新北市,周宏法診所,新北市三重區三安里正義北路309號,25.0711933,121.4943994,29889962,登革熱疫苗
新北市,重揚診所,新北市三重區光田里重陽路一段112號,25.0598712,121.4864305,29853880,登革熱疫苗
新北市,吳孟書診所,新北市三重區重明里朝陽街25號1樓,25.0565691,121.483698,89827888,登革熱疫苗
新北市,予生診所,新北市三重區永清里三和路四段360-4號,25.0784907,121.4830163,22806280,登革熱疫苗
新北市,全民醫院,新北市三重區福隆里三和路四段103之2號,25.0768498,121.4869018,22821575,登革熱疫苗
新北市,如原診所,新北市三峽區鳶山里文化路264之1號1樓,24.935838,121.366781,26713119,登革熱疫苗
新北市,星龍耳鼻喉科診所,新北市三峽區龍恩里國際一街5號,24.94309,121.374561,26711676,登革熱疫苗
新北市,永澄診所,新北市三峽區安溪里光明路20號1樓,24.930883,121.373344,26732674,登革熱疫苗
新北市,錦霖診所,新北市三峽區永舘里文化路86號,24.936264,121.371851,86743684,登革熱疫苗
新北市,北大小兒科診所,新北市三峽區龍恩里大學路87號1樓,24.941707,121.375891,26718080,登革熱疫苗
新北市,清福醫院,新北市三峽區介壽里介壽路一段286號2樓,24.929034,121.380184,26739288,登革熱疫苗
新北市,行天宮醫療志業醫療財團法人恩主公醫院,新北市三峽區鳶山里復興路399號,24.938385,121.363007,26723456,登革熱疫苗
新北市,永聖醫療社團法人文化醫院,新北市三峽區礁溪里介壽路1段199號,24.930745,121.378215,26732885,登革熱疫苗
新北市,三峽區衛生所,新北市三峽區介壽里光明路71號3樓,24.928297,121.376129,26711592,登革熱疫苗
新北市,彭耳鼻喉科診所,新北市三峽區永舘里文化路132號1樓,24.9362959,121.3708944,26738275,登革熱疫苗
新北市,常順診所,新北市三峽區礁溪里中華路13號1樓,24.9319744,121.3736323,26738968,登革熱疫苗
新北市,土城診所,新北市土城區員林里中央路二段177巷22號,24.975984,121.442843,22603307,登革熱疫苗
新北市,洪正祝小兒科診所,新北市土城區安和里延和路112號,24.989816,121.467237,82611080,登革熱疫苗
新北市,裕安診所,新北市土城區埤林里裕民路131號,24.986507,121.451445,22613300,登革熱疫苗
新北市,秀偉小兒科診所,新北市土城區清溪里金城路二段380號,24.985468,121.463265,22620555,登革熱疫苗
新北市,祐生耳鼻喉科診所,新北市土城區土城里中央路二段223之9號,24.973188,121.440678,82614588,登革熱疫苗
新北市,宏陽耳鼻喉科診所,新北市土城區廣福里學府路一段105號,24.987642,121.455895,82629168,登革熱疫苗
新北市,嘉恩耳鼻喉科診所,新北市土城區樂利里裕民路76號,24.987273,121.449789,22630609,登革熱疫苗
新北市,康城診所,新北市土城區員信里中正路152號,24.975597,121.446164,82732660,登革熱疫苗
新北市,家峰耳鼻喉科診所,新北市土城區員林里中正路15號,24.975317,121.443175,22635968,登革熱疫苗
新北市,梁診所,新北市土城區頂埔里中央路四段75號,24.958158,121.417218,22674991,登革熱疫苗
新北市,延平診所,新北市土城區員林里學士路386號1樓,24.977461,121.446793,22703394,登革熱疫苗
新北市,大昌診所,新北市土城區青雲里青雲路184號,24.982256,121.459082,22742208,登革熱疫苗
新北市,興城骨科診所,新北市土城區土城里光明街58號,24.973191,121.442229,22639966,登革熱疫苗
新北市,仁康診所,新北市土城區清水里青仁路29號1樓,24.978684,121.460544,22609090,登革熱疫苗
新北市,廣川醫院,新北市土城區學士里裕民路274號 、276號、278號,24.982341,121.455017,22617000,登革熱疫苗
新北市,新北市立土城醫院（委託長庚醫療財團法人興建經營）,新北市土城區埤塘里金城路二段6號,24.976437,121.44873,22630588,登革熱疫苗
新北市,土城區衛生所,新北市土城區埤塘里和平路26號,24.972857,121.443189,22603181,登革熱疫苗
新北市,頂埔中心診所,新北市土城區頂福里中央路四段286號,24.956429,121.414306,22671382,登革熱疫苗
新北市,土城中央診所,新北市土城區土城里中央路二段219號,24.973959,121.4411091,22748499,登革熱疫苗
新北市,同心學府診所,新北市土城區員信里學府路二段351.353號,24.9750746,121.4454729,77179713,登革熱疫苗
新北市,維安小兒科診所,新北市土城區貨饒里中央路一段67-2號,24.9897208,121.4478258,22668575,登革熱疫苗
新北市,維誠小兒科診所,新北市土城區貨饒里中央路一段67-2號,24.9897208,121.4478258,22668575,登革熱疫苗
新北市,裕民至祥診所,新北市土城區貨饒里裕民路27號,24.9885672,121.4481429,82625959,登革熱疫苗
新北市,學府實和聯合診所,新北市土城區廣福里學府路一段121號,24.9871935,121.4553539,22650995,登革熱疫苗
新北市,土城桃庚診所,新北市土城區延壽里金城路三段259號,24.9901797,121.4721505,22738000,登革熱疫苗
新北市,羅文亮小兒科,新北市土城區樂利里裕民路144號1樓,24.9860013,121.4516927,82623060,登革熱疫苗
新北市,仁安醫院,新北市土城區貨饒里中央路一段62號,24.9896475,121.4472695,22627088,登革熱疫苗
新北市,捷安診所,新北市中和區中安里中和路456號,25.00373,121.512179,22331117,登革熱疫苗
新北市,通安診所,新北市中和區漳和里南山路45號1樓,24.998654,121.502135,22421190,登革熱疫苗
新北市,尚安診所,新北市中和區德穗里莒光路154號1樓,25.00061,121.472511,29571200,登革熱疫苗
新北市,力禾耳鼻喉科診所,新北市中和區廟美里連城路15號1樓,25.002127,121.499013,82457641,登革熱疫苗
新北市,唯安診所,新北市中和區景南里景新街455號,24.988437,121.513292,29479165,登革熱疫苗
