Date,County,Town,Village,VillageID,VillageLon,VillageLat
2024/12/01,台北市,萬華區,綠堤里,6300700-017,121.4917076,25.03061412
2024/12/02,台北市,中山區,行孝里,6300400-026,121.5366496,25.06669597
2024/12/03,台北市,松山區,三民里,6300100-004,121.5622431,25.0599258
2024/12/03,台北市,松山區,三民里,6300100-004,121.5622431,25.0599258
2024/12/04,台北市,士林區,社園里,6301100-021,121.5069745,25.09234171
2024/12/04,台北市,南港區,鴻福里,6300900-013,121.5852907,25.04331624
2024/12/04,台北市,士林區,忠誠里,6301100-030,121.5273017,25.10603118
2024/12/04,台北市,中山區,江山里,6300400-029,121.54057,25.05896832
2024/12/04,台北市,士林區,名山里,6301100-026,121.5294765,25.10258847
2024/12/04,台北市,萬華區,和德里,6300700-024,121.4909326,25.02654046
2024/12/04,台北市,士林區,永倫里,6301100-022,121.5014557,25.09263064
2024/12/05,台北市,文山區,樟林里,6300800-030,121.557074,24.98504162
2024/12/05,台北市,士林區,東山里,6301100-032,121.5432181,25.12156896
2024/12/05,台北市,中山區,新福里,6300400-020,121.5304739,25.06365325
2024/12/05,台北市,士林區,芝山里,6301100-031,121.5428253,25.11151427
2024/12/05,台北市,士林區,翠山里,6301100-050,121.5650405,25.10618348
2024/12/05,台北市,士林區,臨溪里,6301100-051,121.5526626,25.10098041
2024/12/05,台北市,文山區,興泰里,6300800-021,121.5552148,25.00639496
2024/12/06,台北市,士林區,蘭興里,6301100-035,121.5231146,25.10797242
2024/12/06,台北市,中山區,埤頭里,6300400-037,121.5402611,25.04572283
2024/12/06,台北市,士林區,蘭雅里,6301100-034,121.527319,25.10955957
2024/12/10,台北市,南港區,聯成里,6300900-015,121.5882516,25.04792811
2024/12/11,台北市,萬華區,西門里,6300700-003,121.5050277,25.04275702
2024/12/12,台北市,松山區,復盛里,6300100-025,121.5608244,25.04744209
2024/12/12,台北市,萬華區,青山里,6300700-006,121.4959427,25.03919154
2024/12/13,台北市,萬華區,菜園里,6300700-005,121.4992275,25.04238883
2024/12/15,台北市,文山區,華興里,6300800-024,121.5524183,24.98978166
2024/12/16,台北市,萬華區,忠德里,6300700-022,121.4954548,25.02583885
2024/12/17,台北市,松山區,富泰里,6300100-008,121.5647503,25.05794827
2024/12/17,台北市,松山區,福成里,6300100-034,121.547822,25.04661211
2024/12/17,台北市,萬華區,壽德里,6300700-030,121.5005333,25.02307313
2024/12/18,台北市,文山區,萬和里,6300800-011,121.5344315,25.00237956
2024/12/18,台北市,松山區,美仁里,6300100-028,121.5517075,25.04993809
2024/12/19,台北市,文山區,興邦里,6300800-042,121.5479833,25.00270031
2024/12/20,台北市,南港區,鴻福里,6300900-013,121.5852907,25.04331624
2024/12/23,台北市,南港區,百福里,6300900-014,121.5907187,25.03594101
2024/12/26,台北市,南港區,仁福里,6300900-019,121.5939856,25.03699884
2025/01/02,台北市,信義區,中興里,6300200-004,121.5584557,25.03273525
2025/01/02,台北市,中山區,松江里,6300400-021,121.5350577,25.06013598
2025/01/03,台北市,中山區,復華里,6300400-040,121.5404493,25.05327163
2025/01/03,台北市,大同區,星明里,6300600-007,121.5162133,25.05541448
2025/01/03,台北市,大同區,光能里,6300600-008,121.5193057,25.05517039
2025/01/03,台北市,南港區,南港里,6300900-001,121.6088199,25.05618828
2025/01/06,台北市,中山區,江寧里,6300400-028,121.5406321,25.06127327
2025/01/06,台北市,松山區,新益里,6300100-005,121.5670892,25.06169525
2025/01/07,台北市,大同區,民權里,6300600-013,121.516483,25.06134055
2025/01/07,台北市,中正區,龍福里,6300500-020,121.5158271,25.03273698
2025/01/07,台北市,北投區,福興里,6301200-004,121.509934,25.11097963
2025/01/07,台北市,信義區,惠安里,6300200-029,121.5659502,25.02194279
2025/01/07,台北市,大同區,雙連里,6300600-011,121.5172236,25.05858299
2025/01/07,台北市,北投區,永明里,6301200-011,121.5152307,25.11762287
2025/01/07,台北市,中正區,富水里,6300500-002,121.5280827,25.01425115
2025/01/07,台北市,中正區,南福里,6300500-019,121.5186073,25.02861623
2025/01/08,台北市,文山區,景行里,6300800-001,121.5415245,24.99050456
2025/01/08,台北市,中正區,愛國里,6300500-016,121.5067864,25.03457628
2025/01/08,台北市,中正區,南門里,6300500-017,121.51024,25.03336112
2025/01/08,台北市,中正區,新營里,6300500-021,121.5202617,25.03178215
2025/01/08,台北市,北投區,建民里,6301200-001,121.5133424,25.10432825
2025/01/08,台北市,中正區,板溪里,6300500-008,121.5210838,25.02570779
2025/01/08,台北市,中山區,大佳里,6300400-017,121.5414029,25.0731321
2025/01/08,台北市,文山區,試院里,6300800-023,121.5470181,24.98679127
2025/01/08,台北市,中正區,三愛里,6300500-031,121.5305931,25.03582866
2025/01/08,台北市,中正區,文祥里,6300500-030,121.5265315,25.03607121
2025/01/08,台北市,北投區,榮華里,6301200-006,121.5226707,25.1135279
2025/01/08,台北市,信義區,大仁里,6300200-027,121.581175,25.03841337
2025/01/08,台北市,松山區,東勢里,6300100-014,121.5548622,25.05247398
2025/01/09,台北市,南港區,東新里,6300900-005,121.6007714,25.0558638
2025/01/09,台北市,大同區,建明里,6300600-002,121.5164918,25.04985482
2025/01/09,台北市,北投區,文林里,6301200-002,121.5150591,25.10849405
2025/01/09,台北市,文山區,興安里,6300800-018,121.5497672,24.99758171
2025/01/09,台北市,大同區,建泰里,6300600-004,121.5179834,25.05188123
2025/01/09,台北市,北投區,石牌里,6301200-003,121.5170734,25.10955034
2025/01/09,台北市,松山區,民福里,6300100-017,121.5467725,25.06365256
2025/01/10,台北市,信義區,永春里,6300200-018,121.5793917,25.04353027
2025/01/12,台北市,信義區,泰和里,6300200-033,121.5708977,25.01772398
2025/01/13,台北市,信義區,惠安里,6300200-029,121.5659502,25.02194279
2025/01/13,台北市,信義區,泰和里,6300200-033,121.5708977,25.01772398
2025/01/14,台北市,中正區,建國里,6300500-022,121.5120069,25.03842478
2025/01/14,台北市,信義區,三張里,6300200-030,121.5665441,25.02885663
2025/01/14,台北市,文山區,政大里,6300800-040,121.5918759,24.98647838
2025/01/15,台北市,大安區,義安里,6300300-030,121.5503994,25.03098688
2025/01/15,台北市,信義區,惠安里,6300200-029,121.5659502,25.02194279
2025/01/15,台北市,大安區,德安里,6300300-001,121.5474052,25.03554382
2025/01/15,台北市,文山區,木新里,6300800-028,121.5702182,24.98629756
2025/01/15,台北市,大安區,錦華里,6300300-021,121.5239511,25.02810176
2025/01/15,台北市,中山區,行政里,6300400-024,121.5348841,25.06460605
2025/01/15,台北市,松山區,吉祥里,6300100-022,121.5609834,25.04993282
2025/01/16,台北市,大安區,黎和里,6300300-048,121.5607277,25.01330788
2025/01/28,台北市,信義區,敦厚里,6300200-007,121.5684657,25.04420216
2025/02/01,台北市,中正區,文北里,6300500-029,121.527544,25.03924682
2025/02/04,台北市,大同區,老師里,6300600-024,121.509979,25.07561526
2025/02/04,台北市,大同區,鄰江里,6300600-021,121.5099603,25.07054046
2025/02/04,台北市,松山區,新東里,6300100-007,121.5692567,25.05809733
2025/02/05,台北市,松山區,安平里,6300100-019,121.5670665,25.0527737
2025/02/06,台北市,大同區,南芳里,6300600-012,121.5094632,25.06183676
2025/02/06,台北市,文山區,萬興里,6300800-035,121.5839457,24.99478626
2025/02/06,台北市,士林區,福林里,6301100-003,121.5352805,25.09233269
2025/02/06,台北市,士林區,永福里,6301100-043,121.5474382,25.10709347
2025/02/06,台北市,大同區,隆和里,6300600-015,121.5126572,25.06437057
2025/02/06,台北市,士林區,福佳里,6301100-007,121.5190856,25.0965144
2025/02/06,台北市,大同區,民權里,6300600-013,121.516483,25.06134055
2025/02/06,台北市,萬華區,頂碩里,6300700-011,121.5025843,25.03162318
2025/02/06,台北市,松山區,龍田里,6300100-012,121.5565624,25.05494453
2025/02/06,台北市,大同區,民權里,6300600-013,121.516483,25.06134055
2025/02/06,台北市,萬華區,新起里,6300700-004,121.5051727,25.04065461
2025/02/07,台北市,士林區,公館里,6301100-044,121.5611242,25.12612616
2025/02/10,台北市,士林區,聖山里,6301100-029,121.5314551,25.10738491
2025/02/10,台北市,中正區,永功里,6300500-011,121.5122571,25.02646391
2025/02/10,台北市,中正區,林興里,6300500-004,121.5249162,25.01803999
2025/02/10,台北市,中正區,永功里,6300500-011,121.5122571,25.02646391
2025/02/10,台北市,大同區,蓬萊里,6300600-016,121.5167645,25.06448456
2025/02/10,台北市,士林區,岩山里,6301100-025,121.5356815,25.10392777
2025/02/10,台北市,大同區,斯文里,6300600-020,121.5176591,25.06723988
2025/02/10,台北市,中山區,新喜里,6300400-018,121.5318296,25.06648066
2025/02/10,台北市,信義區,松隆里,6300200-021,121.580893,25.03058834
2025/02/10,台北市,中正區,東門里,6300500-028,121.5212799,25.03804816
2025/02/11,台北市,中正區,文盛里,6300500-003,121.5304732,25.01728049
2025/02/11,台北市,中正區,河堤里,6300500-005,121.5219929,25.02136885
2025/02/11,台北市,中正區,螢圃里,6300500-009,121.5182163,25.02515648
2025/02/11,台北市,萬華區,忠德里,6300700-022,121.4954548,25.02583885
2025/02/11,台北市,萬華區,日善里,6300700-020,121.4981054,25.02753426
2025/02/12,台北市,松山區,中正里,6300100-026,121.5464258,25.0512182
2025/02/12,台北市,士林區,天母里,6301100-042,121.5360845,25.13094421
2025/02/12,台北市,文山區,木柵里,6300800-027,121.5667368,24.99151736
2025/02/12,台北市,南港區,合成里,6300900-010,121.5849349,25.04831969
2025/02/12,台北市,中山區,劍潭里,6300400-013,121.535788,25.08236099
2025/02/12,台北市,士林區,德行里,6301100-027,121.5241155,25.10253301
2025/02/12,台北市,士林區,德華里,6301100-028,121.5205372,25.10110185
2025/02/12,台北市,文山區,景東里,6300800-002,121.5464564,24.99312185
2025/02/12,台北市,信義區,六合里,6300200-032,121.5774752,25.02146458
2025/02/12,台北市,士林區,天玉里,6301100-041,121.5278805,25.12029407
2025/02/12,台北市,信義區,六合里,6300200-032,121.5774752,25.02146458
2025/02/13,台北市,中正區,龍光里,6300500-018,121.5132469,25.02979342
2025/02/13,台北市,中正區,網溪里,6300500-007,121.5186531,25.02199609
2025/02/13,台北市,中正區,龍興里,6300500-013,121.5097652,25.02912218
2025/02/14,台北市,萬華區,西門里,6300700-003,121.5050277,25.04275702
2025/02/14,台北市,中山區,朱崙里,6300400-038,121.5396534,25.04745176
2025/02/14,台北市,文山區,興家里,6300800-015,121.560902,24.99424654
2025/02/14,台北市,萬華區,西門里,6300700-003,121.5050277,25.04275702
2025/02/14,台北市,文山區,明義里,6300800-025,121.5602158,24.98847427
2025/02/17,台北市,大安區,龍淵里,6300300-040,121.54126,25.02307159
2025/02/17,台北市,南港區,萬福里,6300900-012,121.5844192,25.04579174
2025/02/17,台北市,大安區,和安里,6300300-003,121.5407225,25.03570236
2025/02/17,台北市,大安區,華聲里,6300300-054,121.555935,25.04313118
2025/02/17,台北市,信義區,永春里,6300200-018,121.5793917,25.04353027
2025/02/17,台北市,大安區,龍陣里,6300300-026,121.5421172,25.02788837
2025/02/18,台北市,中正區,螢雪里,6300500-010,121.5147468,25.02390727
2025/02/18,台北市,中正區,廈安里,6300500-015,121.5057845,25.0314291
2025/02/18,台北市,中正區,頂東里,6300500-006,121.5244559,25.02305412
2025/02/18,台北市,中山區,下埤里,6300400-027,121.5425198,25.06493056
2025/02/18,台北市,中正區,忠勤里,6300500-014,121.5066014,25.02900999
2025/02/19,台北市,文山區,政大里,6300800-040,121.5918759,24.98647838
2025/02/19,台北市,中正區,建國里,6300500-022,121.5120069,25.03842478
2025/02/20,台北市,信義區,黎平里,6300200-039,121.5562112,25.02272608
2025/02/20,台北市,萬華區,孝德里,6300700-023,121.4923904,25.02263723
2025/02/21,台北市,萬華區,凌霄里,6300700-035,121.507765,25.02544865
2025/02/22,台北市,萬華區,凌霄里,6300700-035,121.507765,25.02544865
2025/02/24,台北市,南港區,新光里,6300900-006,121.59783,25.0451017
2025/02/26,台北市,萬華區,菜園里,6300700-005,121.4992275,25.04238883
2025/02/27,台北市,文山區,樟林里,6300800-030,121.557074,24.98504162
2025/03/03,台北市,士林區,東山里,6301100-032,121.5432181,25.12156896
2025/03/03,台北市,士林區,永倫里,6301100-022,121.5014557,25.09263064
2025/03/03,台北市,士林區,仁勇里,6301100-001,121.5258074,25.08968212
2025/03/03,台北市,士林區,社園里,6301100-021,121.5069745,25.09234171
2025/03/03,台北市,士林區,義信里,6301100-002,121.5239389,25.08751832
2025/03/03,台北市,士林區,芝山里,6301100-031,121.5428253,25.11151427
2025/03/05,台北市,中山區,新福里,6300400-020,121.5304739,25.06365325
2025/03/05,台北市,士林區,名山里,6301100-026,121.5294765,25.10258847
2025/03/05,台北市,士林區,忠誠里,6301100-030,121.5273017,25.10603118
2025/03/05,台北市,文山區,樟樹里,6300800-043,121.5608097,24.9830253
2025/03/06,台北市,士林區,三玉里,6301100-033,121.5343364,25.11346543
2025/03/06,台北市,士林區,前港里,6301100-010,121.5212949,25.08603868
2025/03/06,台北市,萬華區,錦德里,6300700-025,121.4918495,25.02416562
2025/03/06,台北市,士林區,舊佳里,6301100-006,121.5257002,25.09756982
2025/03/06,台北市,士林區,承德里,6301100-012,121.5229668,25.08252994
2025/03/06,台北市,松山區,東光里,6300100-011,121.5605469,25.05270643
2025/03/06,台北市,萬華區,和德里,6300700-024,121.4909326,25.02654046
2025/03/06,台北市,士林區,福志里,6301100-005,121.5313734,25.09858285
2025/03/06,台北市,士林區,天福里,6301100-036,121.5314905,25.11620734
2025/03/07,台北市,大同區,建明里,6300600-002,121.5164918,25.04985482
2025/03/07,台北市,士林區,葫東里,6301100-018,121.5119366,25.08586253
2025/03/07,台北市,士林區,福順里,6301100-015,121.5127785,25.08160371
2025/03/07,台北市,大同區,建泰里,6300600-004,121.5179834,25.05188123
2025/03/07,台北市,南港區,新富里,6300900-003,121.6176531,25.05312187
2025/03/10,台北市,士林區,社新里,6301100-020,121.5037799,25.08755939
2025/03/10,台北市,中山區,正守里,6300400-001,121.5280918,25.04749422
2025/03/10,台北市,松山區,新聚里,6300100-024,121.5670213,25.05013795
2025/03/10,台北市,士林區,社子里,6301100-019,121.5104768,25.09106456
2025/03/11,台北市,中正區,黎明里,6300500-024,121.5162029,25.04439896
2025/03/11,台北市,中正區,光復里,6300500-023,121.5112186,25.04535113
2025/03/11,台北市,大同區,永樂里,6300600-005,121.5092835,25.05491433
2025/03/11,台北市,萬華區,全德里,6300700-026,121.4988226,25.02427433
2025/03/11,台北市,萬華區,保德里,6300700-027,121.4969284,25.02259065
2025/03/11,台北市,中正區,建國里,6300500-022,121.5120069,25.03842478
2025/03/11,台北市,大同區,玉泉里,6300600-001,121.5085011,25.05087293
2025/03/11,台北市,中正區,梅花里,6300500-025,121.5266711,25.04548838
2025/03/12,台北市,大同區,延平里,6300600-010,121.5125434,25.05882307
2025/03/12,台北市,大同區,大有里,6300600-009,121.5085168,25.05867707
2025/03/12,台北市,士林區,福華里,6301100-013,121.5180773,25.0818041
2025/03/12,台北市,中山區,北安里,6300400-042,121.5526807,25.08796485
2025/03/12,台北市,士林區,明勝里,6301100-014,121.5219572,25.0786721
2025/03/12,台北市,文山區,明興里,6300800-026,121.5619778,24.99098425
2025/03/13,台北市,大同區,建功里,6300600-003,121.5137986,25.05205637
2025/03/13,台北市,大同區,朝陽里,6300600-006,121.5127632,25.05490839
2025/03/13,台北市,中山區,埤頭里,6300400-037,121.5402611,25.04572283
2025/03/13,台北市,中正區,廈安里,6300500-015,121.5057845,25.0314291
2025/03/14,台北市,士林區,臨溪里,6301100-051,121.5526626,25.10098041
2025/03/14,台北市,士林區,翠山里,6301100-050,121.5650405,25.10618348
2025/03/14,台北市,南港區,成福里,6300900-011,121.590522,25.04304856
2025/03/14,台北市,士林區,天和里,6301100-039,121.5362001,25.12147843
2025/03/14,台北市,士林區,天山里,6301100-040,121.5325367,25.12076104
2025/03/14,台北市,萬華區,柳鄉里,6300700-019,121.4899156,25.03817534
2025/03/17,台北市,中正區,龍福里,6300500-020,121.5158271,25.03273698
2025/03/17,台北市,南港區,中南里,6300900-002,121.607069,25.04628414
2025/03/17,台北市,信義區,五全里,6300200-013,121.5737394,25.04443832
2025/03/17,台北市,大安區,義村里,6300300-006,121.5406864,25.03986737
2025/03/17,台北市,大安區,全安里,6300300-035,121.5503412,25.02622283
2025/03/17,台北市,大安區,龍安里,6300300-015,121.5325902,25.02807242
2025/03/17,台北市,信義區,廣居里,6300200-008,121.5736767,25.0399152
2025/03/17,台北市,中正區,螢雪里,6300500-010,121.5147468,25.02390727
2025/03/18,台北市,中正區,幸福里,6300500-026,121.5243916,25.04323583
2025/03/18,台北市,信義區,松隆里,6300200-021,121.580893,25.03058834
2025/03/19,台北市,信義區,黎安里,6300200-041,121.5656873,25.01389869
2025/03/19,台北市,松山區,中華里,6300100-015,121.5509319,25.05400486
2025/03/19,台北市,文山區,景華里,6300800-006,121.5430441,24.99511511
2025/03/20,台北市,信義區,松光里,6300200-023,121.5792133,25.03981693
2025/03/20,台北市,中正區,新營里,6300500-021,121.5202617,25.03178215
2025/03/20,台北市,中正區,頂東里,6300500-006,121.5244559,25.02305412
2025/03/20,台北市,士林區,菁山里,6301100-047,121.568535,25.16241142
2025/03/20,台北市,文山區,興福里,6300800-019,121.5461532,24.9972053
2025/03/21,台北市,南港區,中研里,6300900-017,121.6137711,25.0429392
2025/03/24,台北市,信義區,松友里,6300200-022,121.5766893,25.03209448
2025/03/24,台北市,大安區,黎元里,6300300-046,121.5530466,25.01607639
2025/03/26,台北市,文山區,木新里,6300800-028,121.5702182,24.98629756
2025/03/27,台北市,信義區,六藝里,6300200-010,121.5710995,25.04407753
2025/03/28,台北市,中正區,龍興里,6300500-013,121.5097652,25.02912218
2025/04/01,台北市,士林區,福德里,6301100-004,121.52268,25.09240243
2025/04/01,台北市,大同區,蓬萊里,6300600-016,121.5167645,25.06448456
2025/04/01,台北市,士林區,後港里,6301100-008,121.5150614,25.0929896
2025/04/01,台北市,大同區,斯文里,6300600-020,121.5176591,25.06723988
2025/04/02,台北市,中正區,東門里,6300500-028,121.5212799,25.03804816
2025/04/02,台北市,松山區,精忠里,6300100-010,121.5536794,25.06614037
2025/04/02,台北市,中正區,河堤里,6300500-005,121.5219929,25.02136885
2025/04/02,台北市,中正區,文北里,6300500-029,121.527544,25.03924682
2025/04/02,台北市,內湖區,石潭里,6301000-028,121.5923698,25.06234204
2025/04/02,台北市,士林區,蘭雅里,6301100-034,121.527319,25.10955957
2025/04/02,台北市,士林區,蘭興里,6301100-035,121.5231146,25.10797242
2025/04/02,台北市,內湖區,港富里,6301000-007,121.5797094,25.08314536
2025/04/02,台北市,中山區,恆安里,6300400-010,121.5250689,25.06379125
2025/04/03,台北市,士林區,聖山里,6301100-029,121.5314551,25.10738491
2025/04/03,台北市,士林區,岩山里,6301100-025,121.5356815,25.10392777
2025/04/07,台北市,中正區,南福里,6300500-019,121.5186073,25.02861623
2025/04/07,台北市,士林區,天祿里,6301100-037,121.5287421,25.11348385
2025/04/07,台北市,士林區,德行里,6301100-027,121.5241155,25.10253301
2025/04/07,台北市,中正區,愛國里,6300500-016,121.5067864,25.03457628
2025/04/07,台北市,文山區,博嘉里,6300800-034,121.5830232,25.00652681
2025/04/07,台北市,大安區,大學里,6300300-043,121.5321879,25.01969683
2025/04/07,台北市,中正區,南門里,6300500-017,121.51024,25.03336112
2025/04/07,台北市,中正區,板溪里,6300500-008,121.5210838,25.02570779
2025/04/07,台北市,松山區,慈祐里,6300100-018,121.5753186,25.05077753
2025/04/07,台北市,中山區,中庄里,6300400-023,121.5303864,25.05912538
2025/04/07,台北市,士林區,天壽里,6301100-038,121.5265162,25.11650435
2025/04/07,台北市,中正區,螢圃里,6300500-009,121.5182163,25.02515648
2025/04/07,台北市,信義區,正和里,6300200-002,121.5590483,25.03662947
2025/04/07,台北市,中正區,網溪里,6300500-007,121.5186531,25.02199609
2025/04/07,台北市,士林區,德華里,6301100-028,121.5205372,25.10110185
2025/04/07,台北市,信義區,興雅里,6300200-006,121.5671211,25.04095886
2025/04/07,台北市,松山區,新益里,6300100-005,121.5670892,25.06169525
2025/04/08,台北市,大安區,龍生里,6300300-028,121.5401358,25.02634344
2025/04/08,台北市,士林區,溪山里,6301100-049,121.5864139,25.12568066
2025/04/08,台北市,中正區,龍興里,6300500-013,121.5097652,25.02912218
2025/04/08,台北市,內湖區,金龍里,6301000-013,121.5937081,25.08573487
2025/04/08,台北市,士林區,富光里,6301100-016,121.5074616,25.08036765
2025/04/08,台北市,中正區,龍光里,6300500-018,121.5132469,25.02979342
2025/04/08,台北市,中正區,文盛里,6300500-003,121.5304732,25.01728049
2025/04/08,台北市,士林區,葫蘆里,6301100-017,121.506211,25.08395006
2025/04/08,台北市,大同區,延平里,6300600-010,121.5125434,25.05882307
2025/04/08,台北市,大同區,蓬萊里,6300600-016,121.5167645,25.06448456
2025/04/08,台北市,士林區,平等里,6301100-048,121.5791324,25.14486493
2025/04/08,台北市,中正區,頂東里,6300500-006,121.5244559,25.02305412
2025/04/08,台北市,大安區,錦安里,6300300-016,121.5283301,25.02821314
2025/04/09,台北市,大安區,民輝里,6300300-007,121.5350354,25.04132699
2025/04/09,台北市,大安區,住安里,6300300-029,121.5461393,25.03211912
2025/04/09,台北市,內湖區,康寧里,6301000-035,121.612229,25.07492982
2025/04/09,台北市,內湖區,湖興里,6301000-029,121.5870109,25.07057373
2025/04/09,台北市,南港區,新光里,6300900-006,121.59783,25.0451017
2025/04/09,台北市,內湖區,西康里,6301000-002,121.5594676,25.0895994
2025/04/09,台北市,大安區,群英里,6300300-037,121.5456331,25.02691364
2025/04/09,台北市,松山區,新東里,6300100-007,121.5692567,25.05809733
2025/04/09,台北市,中山區,朱園里,6300400-036,121.5347774,25.04871226
2025/04/10,台北市,士林區,福佳里,6301100-007,121.5190856,25.0965144
2025/04/10,台北市,士林區,福林里,6301100-003,121.5352805,25.09233269
2025/04/10,台北市,大同區,民權里,6300600-013,121.516483,25.06134055
2025/04/10,台北市,士林區,天玉里,6301100-041,121.5278805,25.12029407
2025/04/10,台北市,大同區,大有里,6300600-009,121.5085168,25.05867707
2025/04/10,台北市,士林區,天母里,6301100-042,121.5360845,25.13094421
2025/04/10,台北市,信義區,長春里,6300200-015,121.5749713,25.04267387
2025/04/11,台北市,大安區,法治里,6300300-034,121.553182,25.02678315
2025/04/11,台北市,南港區,東明里,6300900-007,121.6007893,25.05358215
2025/04/11,台北市,中正區,建國里,6300500-022,121.5120069,25.03842478
2025/04/11,台北市,大同區,永樂里,6300600-005,121.5092835,25.05491433
2025/04/11,台北市,士林區,福安里,6301100-023,121.4908826,25.10462299
2025/04/11,台北市,中山區,聚葉里,6300400-009,121.5252252,25.06149259
2025/04/11,台北市,大安區,群賢里,6300300-036,121.5462758,25.0262485
2025/04/11,台北市,中山區,中央里,6300400-033,121.5349371,25.0549304
2025/04/11,台北市,信義區,大仁里,6300200-027,121.581175,25.03841337
2025/04/11,台北市,大同區,雙連里,6300600-011,121.5172236,25.05858299
2025/04/11,台北市,大同區,景星里,6300600-014,121.508918,25.06442939
2025/04/11,台北市,士林區,富洲里,6301100-024,121.4732145,25.10668433
2025/04/11,台北市,大同區,隆和里,6300600-015,121.5126572,25.06437057
2025/04/14,台北市,文山區,樟腳里,6300800-032,121.5639773,24.98154918
2025/04/14,台北市,中山區,大直里,6300400-014,121.5462227,25.08622912
2025/04/14,台北市,大同區,國順里,6300600-017,121.5088957,25.06723437
2025/04/14,台北市,文山區,萬有里,6300800-007,121.5420479,24.99901992
2025/04/14,台北市,大同區,國慶里,6300600-018,121.5124997,25.0678997
2025/04/14,台北市,大同區,永樂里,6300600-005,121.5092835,25.05491433
2025/04/14,台北市,大同區,玉泉里,6300600-001,121.5085011,25.05087293
2025/04/14,台北市,文山區,忠順里,6300800-038,121.5644158,24.98588112
2025/04/15,台北市,信義區,黎順里,6300200-038,121.5573545,25.02436093
2025/04/15,台北市,中山區,行孝里,6300400-026,121.5366496,25.06669597
2025/04/15,台北市,大安區,龍坡里,6300300-011,121.5329339,25.0241876
2025/04/15,台北市,南港區,西新里,6300900-008,121.5914962,25.05408787
2025/04/15,台北市,士林區,陽明里,6301100-046,121.5484641,25.13871447
2025/04/15,台北市,大安區,新龍里,6300300-023,121.539266,25.02944738
2025/04/15,台北市,文山區,萬祥里,6300800-008,121.5400851,25.00226504
2025/04/15,台北市,士林區,新安里,6301100-045,121.5542372,25.12620588
2025/04/15,台北市,大安區,光武里,6300300-010,121.5463553,25.04331799
2025/04/15,台北市,大安區,古風里,6300300-013,121.5296211,25.02184596
2025/04/16,台北市,文山區,萬年里,6300800-010,121.5360435,25.0073535
2025/04/16,台北市,內湖區,樂康里,6301000-024,121.619389,25.07103858
2025/04/16,台北市,大同區,建明里,6300600-002,121.5164918,25.04985482
2025/04/16,台北市,大安區,龍雲里,6300300-027,121.5461897,25.02959684
2025/04/16,台北市,中山區,成功里,6300400-015,121.5532085,25.08075737
2025/04/16,台北市,文山區,萬隆里,6300800-009,121.5377638,25.00060306
2025/04/16,台北市,內湖區,瑞陽里,6301000-020,121.5817277,25.07653032
2025/04/16,台北市,信義區,景聯里,6300200-034,121.5595128,25.03043027
2025/04/16,台北市,南港區,玉成里,6300900-009,121.5843093,25.05173218
2025/04/16,台北市,松山區,復源里,6300100-031,121.5546182,25.04615655
2025/04/17,台北市,文山區,萬美里,6300800-039,121.5661857,25.00096809
2025/04/17,台北市,中山區,力行里,6300400-039,121.5403778,25.05009646
2025/04/17,台北市,信義區,黎順里,6300200-038,121.5573545,25.02436093
2025/04/17,台北市,士林區,百齡里,6301100-011,121.5170706,25.08403906
2025/04/17,台北市,內湖區,安湖里,6301000-031,121.6142943,25.07120627
2025/04/17,台北市,士林區,公館里,6301100-044,121.5611242,25.12612616
2025/04/17,台北市,南港區,合成里,6300900-010,121.5849349,25.04831969
2025/04/17,台北市,萬華區,榮德里,6300700-029,121.4919617,25.0190025
2025/04/17,台北市,大安區,敦安里,6300300-051,121.5505763,25.03537322
2025/04/17,台北市,士林區,福中里,6301100-009,121.5165754,25.08717267
2025/04/17,台北市,大安區,龍圖里,6300300-022,121.5409161,25.03155865
2025/04/17,台北市,士林區,永福里,6301100-043,121.5474382,25.10709347
2025/04/17,台北市,內湖區,湖濱里,6301000-010,121.5849797,25.08326462
2025/04/17,台北市,松山區,民有里,6300100-016,121.5470292,25.05992499
2025/04/17,台北市,萬華區,銘德里,6300700-028,121.4921764,25.02106617
2025/04/18,台北市,南港區,成福里,6300900-011,121.590522,25.04304856
2025/04/18,台北市,大安區,敦煌里,6300300-053,121.5536229,25.03528734
2025/04/18,台北市,萬華區,壽德里,6300700-030,121.5005333,25.02307313
2025/04/18,台北市,中山區,正得里,6300400-003,121.5232155,25.04995517
2025/04/18,台北市,萬華區,興德里,6300700-031,121.4988117,25.01536968
2025/04/21,台北市,信義區,安康里,6300200-009,121.5720165,25.03597672
2025/04/21,台北市,文山區,樟文里,6300800-041,121.5562847,24.98197093
2025/04/21,台北市,萬華區,華中里,6300700-032,121.4932696,25.01491825
2025/04/21,台北市,文山區,樟新里,6300800-031,121.5559843,24.97885806
2025/04/21,台北市,南港區,萬福里,6300900-012,121.5844192,25.04579174
2025/04/21,台北市,萬華區,新忠里,6300700-013,121.5031565,25.02897952
2025/04/21,台北市,中山區,江山里,6300400-029,121.54057,25.05896832
2025/04/22,台北市,信義區,新仁里,6300200-005,121.5628559,25.04462022
2025/04/22,台北市,萬華區,新和里,6300700-014,121.5047576,25.02706985
2025/04/22,台北市,中正區,黎明里,6300500-024,121.5162029,25.04439896
2025/04/22,台北市,萬華區,新安里,6300700-021,121.5016352,25.0271476
2025/04/22,台北市,中山區,新生里,6300400-022,121.5303517,25.06140441
