Date,County,Town,Village,VillageID,VillageLon,VillageLat
2025/01/02,新北市,新店區,復興里,6500600-062,121.5345807,24.98534743
2025/01/02,新北市,新店區,復興里,6500600-062,121.5345807,24.98534743
2025/01/02,新北市,貢寮區,雙玉里,6502600-003,121.9254508,25.00186136
2025/01/02,新北市,新店區,明德里,6500600-002,121.5406127,24.97859569
2025/01/02,新北市,新店區,德安里,6500600-017,121.5004935,24.95818565
2025/01/02,新北市,新店區,百忍里,6500600-047,121.5355633,24.97379787
2025/01/02,新北市,中和區,復興里,6500300-045,121.5019701,24.99146515
2025/01/02,新北市,貢寮區,美豐里,6502600-010,121.8984332,25.0626036
2025/01/02,新北市,貢寮區,貢寮里,6502600-001,121.9024757,25.02755513
2025/01/02,新北市,瑞芳區,新峰里,6501200-034,121.8198984,25.09608828
2025/01/02,新北市,瑞芳區,爪峯里,6501200-007,121.8099714,25.09620242
2025/01/02,新北市,三峽區,礁溪里,6500900-007,121.3781033,24.9324773
2025/01/02,新北市,新店區,下城里,6500600-013,121.5215508,24.95582736
2025/01/02,新北市,貢寮區,美豐里,6502600-010,121.8984332,25.0626036
2025/01/02,新北市,三峽區,嘉添里,6500900-011,121.3932393,24.90384911
2025/01/02,新北市,中和區,秀士里,6500300-077,121.5153577,24.99131701
2025/01/02,新北市,三峽區,成福里,6500900-020,121.4274609,24.93126894
2025/01/02,新北市,貢寮區,龍崗里,6502600-004,121.9060126,24.99897869
2025/01/02,新北市,板橋區,建國里,6500100-019,121.4588043,25.01719603
2025/01/02,新北市,蘆洲區,正義里,6501400-001,121.4617268,25.08993004
2025/01/02,新北市,中和區,平河里,6500300-002,121.4858581,24.99979807
2025/01/02,新北市,新店區,國校里,6500600-033,121.5419978,24.9538313
2025/01/03,新北市,汐止區,福德里,6501100-034,121.6351184,25.06615619
2025/01/03,新北市,新店區,中正里,6500600-044,121.5389302,24.97159997
2025/01/03,新北市,三重區,大園里,6500200-042,121.4940035,25.06480596
2025/01/03,新北市,新莊區,福營里,6500500-068,121.4326965,25.03001057
2025/01/03,新北市,板橋區,景星里,6500100-075,121.4607458,25.00649945
2025/01/03,新北市,新莊區,光正里,6500500-083,121.4270837,25.01620488
2025/01/03,新北市,新莊區,光和里,6500500-084,121.426996,25.0139354
2025/01/03,新北市,新莊區,光明里,6500500-044,121.4251158,25.01537227
2025/01/03,新北市,三重區,福民里,6500200-009,121.4903133,25.05238019
2025/01/03,新北市,新莊區,中信里,6500500-054,121.4500118,25.05149526
2025/01/03,新北市,永和區,忠義里,6500400-010,121.5076601,25.01540691
2025/01/03,新北市,淡水區,大庄里,6501000-042,121.4285024,25.18650626
2025/01/03,新北市,板橋區,民族里,6500100-072,121.4695496,25.00808341
2025/01/03,新北市,三重區,永德里,6500200-087,121.4869828,25.07312268
2025/01/03,新北市,新莊區,和平里,6500500-033,121.4588311,25.05374834
2025/01/03,新北市,新莊區,建安里,6500500-070,121.4322251,25.02570763
2025/01/03,新北市,三重區,崇德里,6500200-082,121.4964797,25.07461822
2025/01/03,新北市,永和區,秀得里,6500400-050,121.5258809,25.00019797
2025/01/03,新北市,泰山區,全興里,6501600-017,121.4331708,25.05470984
2025/01/03,新北市,新莊區,民全里,6500500-081,121.4285482,25.02254543
2025/01/03,新北市,永和區,店街里,6500400-056,121.5159718,25.00612411
2025/01/03,新北市,三重區,國隆里,6500200-043,121.4925897,25.06352861
2025/01/03,新北市,新店區,中華里,6500600-045,121.5359833,24.96701501
2025/01/03,新北市,新莊區,中原里,6500500-053,121.4459822,25.05643128
2025/01/03,新北市,新莊區,後港里,6500500-009,121.4265673,25.02551053
2025/01/03,新北市,新莊區,榮和里,6500500-016,121.452723,25.0351305
2025/01/03,新北市,新莊區,光榮里,6500500-041,121.4286179,25.01508677
2025/01/03,新北市,新莊區,昌隆里,6500500-074,121.4537745,25.05207343
2025/01/04,新北市,林口區,南勢里,6501700-008,121.356816,25.07524604
2025/01/06,新北市,雙溪區,上林里,6502500-009,121.8288476,25.02801267
2025/01/06,新北市,雙溪區,共和里,6502500-002,121.8579403,25.02150894
2025/01/06,新北市,雙溪區,長源里,6502500-011,121.7895715,25.00035031
2025/01/06,新北市,板橋區,海山里,6500100-057,121.4739838,25.01014733
2025/01/06,新北市,三重區,田心里,6500200-015,121.4816714,25.06425129
2025/01/06,新北市,新店區,中正里,6500600-044,121.5389302,24.97159997
2025/01/06,新北市,雙溪區,魚行里,6502500-004,121.8726707,25.01627688
2025/01/06,新北市,板橋區,重慶里,6500100-080,121.4607381,24.99656178
2025/01/06,新北市,板橋區,福星里,6500100-076,121.4612174,25.00293685
2025/01/06,新北市,三重區,重明里,6500200-012,121.4842203,25.05706069
2025/01/07,新北市,汐止區,白雲里,6501100-021,121.6568643,25.04378776
2025/01/07,新北市,平溪區,十分里,6502400-011,121.7726327,25.04412248
2025/01/07,新北市,金山區,大同里,6502700-002,121.6410679,25.22111098
2025/01/07,新北市,三重區,田安里,6500200-018,121.4831237,25.06235904
2025/01/07,新北市,新店區,寶福里,6500600-058,121.5522352,24.97437919
2025/01/07,新北市,瑞芳區,柑坪里,6501200-008,121.8264288,25.10760851
2025/01/07,新北市,三峽區,龍恩里,6500900-028,121.3677539,24.94295358
2025/01/07,新北市,泰山區,福興里,6501600-016,121.4346588,25.05719924
2025/01/07,新北市,三峽區,金圳里,6500900-013,121.3842384,24.87643007
2025/01/07,新北市,新店區,復興里,6500600-062,121.5345807,24.98534743
2025/01/07,新北市,平溪區,南山里,6502400-009,121.7926238,25.04179867
2025/01/07,新北市,板橋區,鄉雲里,6500100-077,121.4579992,25.0020485
2025/01/07,新北市,金山區,磺港里,6502700-004,121.6433514,25.22739681
2025/01/07,新北市,金山區,重和里,6502700-007,121.5895813,25.19810355
2025/01/07,新北市,板橋區,公舘里,6500100-021,121.4629093,25.0191938
2025/01/07,新北市,三峽區,五寮里,6500900-014,121.3664345,24.85504129
2025/01/07,新北市,新店區,日興里,6500600-019,121.4713413,24.94312781
2025/01/08,新北市,鶯歌區,二橋里,6500800-011,121.3281113,24.93753773
2025/01/08,新北市,金山區,重和里,6502700-007,121.5895813,25.19810355
2025/01/08,新北市,板橋區,社後里,6500100-008,121.4561515,25.01585785
2025/01/08,新北市,板橋區,華興里,6500100-084,121.4560413,25.00366107
2025/01/08,新北市,板橋區,江翠里,6500100-029,121.4694316,25.03034618
2025/01/08,新北市,板橋區,松翠里,6500100-040,121.4744824,25.0306118
2025/01/08,新北市,三重區,永豐里,6500200-115,121.4797944,25.07437356
2025/01/08,新北市,板橋區,新埔里,6500100-027,121.4667642,25.02301258
2025/01/08,新北市,金山區,重和里,6502700-007,121.5895813,25.19810355
2025/01/08,新北市,鶯歌區,西鶯里,6500800-002,121.3501864,24.96003729
2025/01/08,新北市,金山區,金美里,6502700-015,121.6350871,25.21964253
2025/01/08,新北市,金山區,金美里,6502700-015,121.6350871,25.21964253
2025/01/08,新北市,板橋區,介壽里,6500100-026,121.4689969,25.01968903
2025/01/08,新北市,板橋區,華福里,6500100-111,121.4579799,25.00503303
2025/01/08,新北市,坪林區,粗窟里,6502000-001,121.6742474,24.90247613
2025/01/08,新北市,三重區,民生里,6500200-045,121.491458,25.06648671
2025/01/08,新北市,板橋區,柏翠里,6500100-041,121.4776741,25.03636594
2025/01/08,新北市,金山區,重和里,6502700-007,121.5895813,25.19810355
2025/01/08,新北市,三重區,中興里,6500200-005,121.4694277,25.04851182
2025/01/08,新北市,板橋區,溪頭里,6500100-031,121.467752,25.03526179
2025/01/08,新北市,坪林區,坪林里,6502000-002,121.7106387,24.94298766
2025/01/08,新北市,板橋區,溪福里,6500100-124,121.4307939,24.9807353
2025/01/08,新北市,金山區,美田里,6502700-005,121.6330463,25.22460492
2025/01/08,新北市,板橋區,溪北里,6500100-100,121.428795,24.99013642
2025/01/08,新北市,板橋區,華江里,6500100-028,121.4697802,25.02236941
2025/01/08,新北市,板橋區,福丘里,6500100-070,121.4640658,25.01146535
2025/01/08,新北市,板橋區,仁愛里,6500100-081,121.4594152,24.99866005
2025/01/08,新北市,三重區,永福里,6500200-089,121.4811456,25.07668397
2025/01/08,新北市,金山區,永興里,6502700-014,121.6249848,25.26101229
2025/01/08,新北市,板橋區,溪洲里,6500100-099,121.4264059,24.98800716
2025/01/08,新北市,板橋區,純翠里,6500100-030,121.4658822,25.03002501
2025/01/08,新北市,板橋區,明翠里,6500100-039,121.4650548,25.02618931
2025/01/08,新北市,板橋區,滿翠里,6500100-038,121.4637762,25.02939553
2025/01/09,新北市,土城區,青雲里,6501300-032,121.4580421,24.98039206
2025/01/09,新北市,永和區,保安里,6500400-013,121.5064081,25.00916749
2025/01/09,新北市,汐止區,東勢里,6501100-039,121.6317985,25.04089784
2025/01/09,新北市,土城區,永寧里,6501300-021,121.4317936,24.95482643
2025/01/09,新北市,三重區,仁義里,6500200-034,121.4976113,25.05802748
2025/01/09,新北市,中和區,興南里,6500300-078,121.5117736,24.98908065
2025/01/09,新北市,中和區,安順里,6500300-075,121.5117682,24.99534174
2025/01/09,新北市,中和區,頂南里,6500300-034,121.5054155,24.98276693
2025/01/09,新北市,中和區,頂南里,6500300-034,121.5054155,24.98276693
2025/01/09,新北市,中和區,景本里,6500300-079,121.5135129,24.99023909
2025/01/09,新北市,中和區,景南里,6500300-040,121.5153259,24.98837374
2025/01/09,新北市,中和區,景平里,6500300-047,121.5116161,24.99292631
2025/01/10,新北市,八里區,荖阡里,6502300-008,121.4048839,25.13217202
2025/01/10,新北市,泰山區,義學里,6501600-007,121.4251627,25.05211861
2025/01/10,新北市,板橋區,港德里,6500100-017,121.4580548,25.01908586
2025/01/10,新北市,八里區,頂罟里,6502300-005,121.4027201,25.15953053
2025/01/10,新北市,板橋區,聚安里,6500100-096,121.4403248,25.00272804
2025/01/10,新北市,八里區,舊城里,6502300-006,121.4075524,25.14452426
2025/01/10,新北市,板橋區,大豐里,6500100-079,121.4614932,25.00016423
2025/01/10,新北市,林口區,南勢里,6501700-008,121.356816,25.07524604
2025/01/10,新北市,永和區,永成里,6500400-009,121.5093912,25.01670009
2025/01/10,新北市,八里區,舊城里,6502300-006,121.4075524,25.14452426
2025/01/10,新北市,中和區,中興里,6500300-081,121.4999422,24.98841243
2025/01/10,新北市,板橋區,民安里,6500100-115,121.4592539,25.01488135
2025/01/12,新北市,新店區,達觀里,6500600-068,121.504797,24.9415708
2025/01/13,新北市,土城區,員仁里,6501300-004,121.4369001,24.97421533
2025/01/13,新北市,汐止區,北峰里,6501100-019,121.6277645,25.07026032
2025/01/13,新北市,新店區,公崙里,6500600-016,121.5129649,24.95267703
2025/01/13,新北市,金山區,五湖里,6502700-006,121.6174289,25.21089509
2025/01/13,新北市,烏來區,烏來里,6502900-001,121.553487,24.85514321
2025/01/13,新北市,汐止區,湖蓮里,6501100-049,121.6317261,25.07575578
2025/01/13,新北市,汐止區,智慧里,6501100-003,121.6497831,25.06654664
2025/01/13,新北市,汐止區,鄉長里,6501100-013,121.6630108,25.08331448
2025/01/13,新北市,汐止區,茄苳里,6501100-009,121.681647,25.05598737
2025/01/13,新北市,蘆洲區,保佑里,6501400-005,121.4680076,25.08836044
2025/01/13,新北市,蘆洲區,仁愛里,6501400-022,121.4731882,25.08825519
2025/01/13,新北市,新店區,美城里,6500600-063,121.5308259,24.94915589
2025/01/13,新北市,中和區,錦和里,6500300-052,121.4893532,24.98502569
2025/01/14,新北市,永和區,秀和里,6500400-047,121.5226545,25.00471208
2025/01/14,新北市,萬里區,萬里里,6502800-001,121.6943568,25.17498705
2025/01/14,新北市,鶯歌區,永吉里,6500800-017,121.3343502,24.95826939
2025/01/14,新北市,三重區,三安里,6500200-072,121.4963458,25.06990474
2025/01/14,新北市,新莊區,中平里,6500500-075,121.4463443,25.05105155
2025/01/14,新北市,五股區,水碓里,6501500-019,121.4349251,25.07304781
2025/01/14,新北市,深坑區,阿柔里,6501800-005,121.6081323,24.98711516
2025/01/14,新北市,三重區,厚德里,6500200-083,121.4911376,25.07296673
2025/01/14,新北市,永和區,中興里,6500400-018,121.5173155,25.0127101
2025/01/14,新北市,永和區,光復里,6500400-036,121.5179351,25.01628271
2025/01/14,新北市,三重區,福安里,6500200-073,121.4934381,25.06965502
2025/01/14,新北市,鶯歌區,東鶯里,6500800-001,121.3572128,24.9527475
2025/01/14,新北市,三重區,福安里,6500200-073,121.4934381,25.06965502
2025/01/14,新北市,三重區,福祉里,6500200-008,121.4856528,25.05464341
2025/01/14,新北市,五股區,五福里,6501500-009,121.4370668,25.08932039
2025/01/14,新北市,永和區,仁愛里,6500400-005,121.5119976,25.01337408
2025/01/14,新北市,三重區,介壽里,6500200-065,121.4995004,25.06969052
2025/01/15,新北市,三重區,中山里,6500200-041,121.4920679,25.06181003
2025/01/15,新北市,三重區,仁華里,6500200-118,121.4833934,25.08218012
2025/01/15,新北市,永和區,文化里,6500400-002,121.5105691,25.01493655
2025/01/15,新北市,林口區,東勢里,6501700-009,121.3794306,25.06967369
2025/01/15,新北市,泰山區,明志里,6501600-008,121.4217983,25.04731619
2025/01/15,新北市,三重區,幸福里,6500200-076,121.4883454,25.06708155
2025/01/15,新北市,林口區,麗林里,6501700-016,121.3673548,25.06799911
2025/01/16,新北市,三重區,六福里,6500200-078,121.4840441,25.06771252
2025/01/16,新北市,土城區,沛陂里,6501300-022,121.421484,24.96558381
2025/01/16,新北市,永和區,豫溪里,6500400-003,121.5172362,25.00952129
2025/01/16,新北市,瑞芳區,濂新里,6501200-027,121.8668475,25.11480264
2025/01/16,新北市,土城區,沛陂里,6501300-022,121.421484,24.96558381
2025/01/16,新北市,土城區,貨饒里,6501300-008,121.4491925,24.99054981
2025/01/16,新北市,土城區,貨饒里,6501300-008,121.4491925,24.99054981
2025/01/16,新北市,土城區,貨饒里,6501300-008,121.4491925,24.99054981
2025/01/16,新北市,林口區,南勢里,6501700-008,121.356816,25.07524604
2025/01/16,新北市,土城區,延和里,6501300-040,121.4644553,24.98800521
2025/01/16,新北市,土城區,復興里,6501300-035,121.455318,24.99120604
2025/01/16,新北市,土城區,貨饒里,6501300-008,121.4491925,24.99054981
2025/01/16,新北市,土城區,復興里,6501300-035,121.455318,24.99120604
2025/01/16,新北市,土城區,青雲里,6501300-032,121.4580421,24.98039206
2025/01/16,新北市,土城區,埤林里,6501300-010,121.4531477,24.98769175
2025/01/16,新北市,新店區,公崙里,6500600-016,121.5129649,24.95267703
2025/01/16,新北市,土城區,大安里,6501300-020,121.4438331,24.95530524
2025/01/17,新北市,土城區,頂埔里,6501300-023,121.422012,24.95500243
2025/01/17,新北市,土城區,永寧里,6501300-021,121.4317936,24.95482643
2025/01/17,新北市,新莊區,立泰里,6500500-059,121.4428905,25.04316611
2025/01/17,新北市,汐止區,福安里,6501100-045,121.6648641,25.06529998
2025/01/17,新北市,蘆洲區,恆德里,6501400-009,121.4793651,25.08220737
2025/01/17,新北市,新莊區,立言里,6500500-031,121.4443854,25.03914333
2025/01/17,新北市,新莊區,祥鳳里,6500500-080,121.4132953,25.02903776
2025/01/17,新北市,土城區,頂福里,6501300-024,121.4139294,24.95616757
2025/01/17,新北市,新莊區,營盤里,6500500-040,121.434524,25.03613013
2025/01/17,新北市,三峽區,添福里,6500900-012,121.3796565,24.89744576
2025/01/17,新北市,新莊區,丹鳳里,6500500-043,121.4066355,25.0372922
2025/01/17,新北市,永和區,秀朗里,6500400-020,121.5260498,25.00344659
2025/01/17,新北市,土城區,頂福里,6501300-024,121.4139294,24.95616757
2025/01/17,新北市,蘆洲區,恆德里,6501400-009,121.4793651,25.08220737
2025/01/17,新北市,土城區,頂福里,6501300-024,121.4139294,24.95616757
2025/01/17,新北市,汐止區,長安里,6501100-010,121.6701079,25.07707421
2025/01/17,新北市,三峽區,三峽里,6500900-001,121.3692527,24.93332583
2025/01/17,新北市,汐止區,烘內里,6501100-016,121.632029,25.1189116
2025/01/17,新北市,蘆洲區,復興里,6501400-020,121.4819002,25.09368637
2025/01/17,新北市,蘆洲區,永康里,6501400-017,121.4574104,25.0843878
2025/01/17,新北市,蘆洲區,鷺江里,6501400-008,121.4762263,25.08581184
2025/01/17,新北市,蘆洲區,忠孝里,6501400-033,121.4740124,25.08986397
2025/01/17,新北市,深坑區,萬福里,6501800-007,121.6082404,25.01119881
2025/01/17,新北市,土城區,祖田里,6501300-026,121.4251804,24.94377101
2025/01/17,新北市,土城區,祖田里,6501300-026,121.4251804,24.94377101
2025/01/17,新北市,五股區,成功里,6501500-006,121.4455418,25.09389748
2025/01/17,新北市,土城區,祖田里,6501300-026,121.4251804,24.94377101
2025/01/17,新北市,土城區,祖田里,6501300-026,121.4251804,24.94377101
2025/01/17,新北市,汐止區,大同里,6501100-041,121.655378,25.06580231
2025/01/17,新北市,三峽區,鳶山里,6500900-008,121.3412822,24.9258379
2025/01/17,新北市,新莊區,合鳳里,6500500-046,121.4158686,25.02822602
2025/01/18,新北市,瑞芳區,濂洞里,6501200-028,121.8600604,25.12173646
2025/01/20,新北市,三重區,菜寮里,6500200-024,121.492093,25.05845592
2025/01/20,新北市,樹林區,樹北里,6500700-027,121.4258086,24.99179155
2025/01/20,新北市,樹林區,保安里,6500700-005,121.4274293,24.99544139
2025/01/20,新北市,平溪區,菁桐里,6502400-002,121.7197442,25.02959672
2025/01/20,新北市,樹林區,樹西里,6500700-009,121.4213672,24.99047306
2025/01/20,新北市,土城區,青雲里,6501300-032,121.4580421,24.98039206
2025/01/20,新北市,樹林區,樹興里,6500700-029,121.4172158,24.99117151
2025/01/20,新北市,淡水區,大庄里,6501000-042,121.4285024,25.18650626
2025/01/20,新北市,土城區,瑞興里,6501300-011,121.4552736,24.994286
2025/01/20,新北市,土城區,貨饒里,6501300-008,121.4491925,24.99054981
2025/01/20,新北市,土城區,廣興里,6501300-044,121.4572988,24.9893182
2025/01/20,新北市,土城區,瑞興里,6501300-011,121.4552736,24.994286
2025/01/21,新北市,瑞芳區,龍安里,6501200-006,121.8014716,25.11072569
2025/01/21,新北市,永和區,頂溪里,6500400-029,121.5149052,25.01614801
2025/01/21,新北市,瑞芳區,龍鎮里,6501200-003,121.810817,25.11075457
2025/01/21,新北市,萬里區,雙興里,6502800-006,121.6335007,25.17589068
2025/01/21,新北市,林口區,西林里,6501700-003,121.3869658,25.07424262
2025/01/21,新北市,永和區,信義里,6500400-057,121.5130474,25.01132849
2025/01/21,新北市,萬里區,中幅里,6502800-009,121.6761346,25.17095154
2025/01/21,新北市,永和區,民治里,6500400-008,121.5173815,24.99831551
2025/01/21,新北市,汐止區,湖光里,6501100-027,121.6342002,25.07546914
2025/01/21,新北市,汐止區,信望里,6501100-004,121.661928,25.0691527
2025/01/22,新北市,永和區,永安里,6500400-015,121.5152661,25.00486562
2025/01/22,新北市,土城區,祖田里,6501300-026,121.4251804,24.94377101
2025/01/22,新北市,三重區,福隆里,6500200-094,121.488874,25.07690939
2025/01/22,新北市,三重區,溪美里,6500200-093,121.4917811,25.07796713
2025/01/22,新北市,新店區,公崙里,6500600-016,121.5129649,24.95267703
2025/01/22,新北市,土城區,頂埔里,6501300-023,121.422012,24.95500243
2025/01/22,新北市,土城區,埤塘里,6501300-001,121.4481909,24.96619483
2025/01/22,新北市,五股區,集福里,6501500-003,121.4515975,25.11283034
2025/01/23,新北市,中和區,內南里,6500300-042,121.501119,24.9771884
2025/01/24,新北市,三重區,福利里,6500200-038,121.5009825,25.05992749
2025/01/24,新北市,三重區,光輝里,6500200-036,121.4994765,25.05946842
2025/01/24,新北市,三芝區,古庄里,6502100-003,121.4893395,25.26314997
2025/01/24,新北市,三重區,清和里,6500200-039,121.5023379,25.06153817
2025/01/24,新北市,三芝區,埔坪里,6502100-005,121.5164106,25.24524418
2025/01/24,新北市,三芝區,埔頭里,6502100-002,121.4996097,25.25701907
2025/01/26,新北市,中和區,景平里,6500300-047,121.5116161,24.99292631
2025/01/27,新北市,汐止區,東勢里,6501100-039,121.6317985,25.04089784
2025/01/30,新北市,汐止區,城中里,6501100-048,121.6617303,25.07205014
2025/01/31,新北市,新店區,公崙里,6500600-016,121.5129649,24.95267703
2025/02/01,新北市,新店區,文中里,6500600-034,121.5423519,24.9578097
2025/02/01,新北市,新店區,太平里,6500600-011,121.5325244,24.95513469
2025/02/02,新北市,淡水區,水源里,6501000-013,121.4958595,25.18151277
2025/02/02,新北市,淡水區,水源里,6501000-013,121.4958595,25.18151277
2025/02/02,新北市,新店區,香坡里,6500600-060,121.4800609,24.95896335
2025/02/02,新北市,新店區,安昌里,6500600-064,121.5105513,24.96151479
2025/02/02,新北市,鶯歌區,大湖里,6500800-014,121.3365585,24.97721163
2025/02/03,新北市,新店區,建國里,6500600-061,121.5391504,24.97456073
2025/02/03,新北市,新店區,國豐里,6500600-001,121.5404077,24.97664601
2025/02/03,新北市,新店區,德安里,6500600-017,121.5004935,24.95818565
2025/02/03,新北市,泰山區,福泰里,6501600-004,121.4348544,25.05917189
2025/02/03,新北市,新店區,百和里,6500600-048,121.5363638,24.97677211
2025/02/04,新北市,新店區,張北里,6500600-040,121.5454159,24.97240012
2025/02/04,新北市,瑞芳區,龍川里,6501200-004,121.8017874,25.1086158
2025/02/04,新北市,板橋區,廣福里,6500100-083,121.4614257,24.99179636
2025/02/04,新北市,中和區,崇南里,6500300-039,121.5135715,24.98648867
2025/02/04,新北市,中和區,錦和里,6500300-052,121.4893532,24.98502569
2025/02/04,新北市,中和區,忠孝里,6500300-038,121.5091972,24.98517171
2025/02/04,新北市,中和區,秀福里,6500300-029,121.5240989,24.99605907
2025/02/04,新北市,板橋區,信義里,6500100-088,121.4575675,24.99304968
2025/02/04,新北市,中和區,中山里,6500300-083,121.4893092,24.99516419
2025/02/04,新北市,板橋區,鄉雲里,6500100-077,121.4579992,25.0020485
2025/02/04,新北市,中和區,興南里,6500300-078,121.5117736,24.98908065
2025/02/04,新北市,中和區,福和里,6500300-018,121.5036718,25.00309895
2025/02/04,新北市,板橋區,五權里,6500100-123,121.4648492,24.99307561
2025/02/04,新北市,中和區,秀成里,6500300-028,121.5234071,24.99333505
2025/02/04,新北市,板橋區,重慶里,6500100-080,121.4607381,24.99656178
2025/02/04,新北市,板橋區,和平里,6500100-082,121.4619798,24.99409002
2025/02/04,新北市,板橋區,大豐里,6500100-079,121.4614932,25.00016423
2025/02/04,新北市,三重區,大有里,6500200-001,121.4730118,25.07041375
2025/02/04,新北市,中和區,自強里,6500300-066,121.4698427,24.99953399
2025/02/04,新北市,貢寮區,吉林里,6502600-002,121.8831923,24.98419761
2025/02/04,新北市,中和區,瓦磘里,6500300-017,121.5067549,25.00404159
2025/02/04,新北市,新莊區,思源里,6500500-025,121.4597824,25.04253135
2025/02/05,新北市,三重區,錦通里,6500200-054,121.5001751,25.06411848
2025/02/05,新北市,貢寮區,貢寮里,6502600-001,121.9024757,25.02755513
2025/02/05,新北市,貢寮區,貢寮里,6502600-001,121.9024757,25.02755513
2025/02/05,新北市,貢寮區,美豐里,6502600-010,121.8984332,25.0626036
2025/02/05,新北市,貢寮區,福連里,6502600-009,121.9846206,25.00655985
2025/02/05,新北市,平溪區,平溪里,6502400-005,121.7268716,25.03838302
2025/02/05,新北市,三重區,尚德里,6500200-085,121.4938176,25.07249694
2025/02/05,新北市,板橋區,仁愛里,6500100-081,121.4594152,24.99866005
2025/02/05,新北市,貢寮區,真理里,6502600-008,121.922338,25.0647005
2025/02/05,新北市,三重區,長元里,6500200-061,121.5016109,25.06757014
2025/02/05,新北市,平溪區,石底里,6502400-004,121.7333589,25.02123701
2025/02/05,新北市,中和區,信和里,6500300-003,121.4831119,24.99840175
2025/02/05,新北市,貢寮區,仁里里,6502600-007,121.919766,25.04551227
2025/02/05,新北市,貢寮區,和美里,6502600-011,121.902957,25.09617943
2025/02/05,新北市,貢寮區,仁里里,6502600-007,121.919766,25.04551227
2025/02/05,新北市,貢寮區,福隆里,6502600-006,121.9547326,25.00687338
2025/02/05,新北市,貢寮區,仁里里,6502600-007,121.919766,25.04551227
2025/02/05,新北市,三重區,長江里,6500200-062,121.5034956,25.06789433
2025/02/06,新北市,金山區,西湖里,6502700-013,121.6152258,25.24680105
2025/02/06,新北市,蘆洲區,光明里,6501400-029,121.4653995,25.08312222
2025/02/06,新北市,板橋區,光華里,6500100-013,121.4534552,25.01070039
2025/02/06,新北市,金山區,萬壽里,6502700-012,121.6324495,25.24122842
2025/02/06,新北市,板橋區,新埔里,6500100-027,121.4667642,25.02301258
2025/02/06,新北市,金山區,兩湖里,6502700-008,121.5937074,25.23185407
2025/02/06,新北市,金山區,磺港里,6502700-004,121.6433514,25.22739681
2025/02/06,新北市,金山區,兩湖里,6502700-008,121.5937074,25.23185407
2025/02/06,新北市,金山區,兩湖里,6502700-008,121.5937074,25.23185407
2025/02/06,新北市,三重區,五常里,6500200-095,121.4973794,25.07897898
2025/02/06,新北市,板橋區,國光里,6500100-014,121.4588056,25.01837827
2025/02/06,新北市,板橋區,龍安里,6500100-097,121.4395734,24.99957092
2025/02/06,新北市,金山區,兩湖里,6502700-008,121.5937074,25.23185407
2025/02/06,新北市,金山區,萬壽里,6502700-012,121.6324495,25.24122842
2025/02/06,新北市,金山區,西湖里,6502700-013,121.6152258,25.24680105
2025/02/06,新北市,金山區,重和里,6502700-007,121.5895813,25.19810355
2025/02/06,新北市,金山區,西湖里,6502700-013,121.6152258,25.24680105
2025/02/06,新北市,金山區,西湖里,6502700-013,121.6152258,25.24680105
2025/02/06,新北市,金山區,重和里,6502700-007,121.5895813,25.19810355
2025/02/06,新北市,板橋區,福星里,6500100-076,121.4612174,25.00293685
2025/02/06,新北市,金山區,永興里,6502700-014,121.6249848,25.26101229
2025/02/06,新北市,板橋區,浮洲里,6500100-089,121.4487607,25.00989884
2025/02/06,新北市,三重區,五順里,6500200-119,121.4951111,25.08068947
2025/02/06,新北市,板橋區,廣德里,6500100-078,121.4647007,25.00020913
2025/02/06,新北市,金山區,永興里,6502700-014,121.6249848,25.26101229
2025/02/06,新北市,板橋區,自強里,6500100-011,121.4551312,25.01340852
2025/02/06,新北市,蘆洲區,光華里,6501400-004,121.46873,25.0839002
2025/02/06,新北市,金山區,永興里,6502700-014,121.6249848,25.26101229
2025/02/06,新北市,深坑區,昇高里,6501800-004,121.6279054,24.99051551
2025/02/07,新北市,新莊區,福興里,6500500-072,121.4575907,25.06505809
2025/02/07,新北市,三重區,龍門里,6500200-069,121.4983392,25.07278849
2025/02/07,新北市,板橋區,華中里,6500100-090,121.4441985,25.01528555
2025/02/07,新北市,新莊區,國泰里,6500500-003,121.4408001,25.03040237
2025/02/07,新北市,新莊區,中原里,6500500-053,121.4459822,25.05643128
2025/02/07,新北市,新莊區,泰豐里,6500500-077,121.4490724,25.03002373
2025/02/07,新北市,新莊區,建安里,6500500-070,121.4322251,25.02570763
2025/02/07,新北市,三重區,奕壽里,6500200-071,121.4986487,25.07122083
2025/02/07,新北市,新莊區,中隆里,6500500-052,121.4516685,25.05640056
2025/02/07,新北市,泰山區,楓樹里,6501600-005,121.440156,25.06233883
2025/02/07,新北市,新莊區,福基里,6500500-005,121.4615869,25.06187743
2025/02/07,新北市,新莊區,昌平里,6500500-064,121.4555465,25.05733202
2025/02/07,新北市,新莊區,豐年里,6500500-006,121.4453743,25.03059164
2025/02/07,新北市,新莊區,瓊林里,6500500-018,121.4402128,25.02106264
2025/02/07,新北市,三重區,崇德里,6500200-082,121.4964797,25.07461822
2025/02/07,新北市,永和區,光明里,6500400-004,121.5186597,25.00832763
2025/02/08,新北市,永和區,福林里,6500400-001,121.5225975,25.00877345
2025/02/08,新北市,板橋區,幸福里,6500100-023,121.4603033,25.02205294
2025/02/08,新北市,新莊區,光和里,6500500-084,121.426996,25.0139354
2025/02/10,新北市,淡水區,民安里,6501000-029,121.4379143,25.16818039
